name,school,establishment,type,province,office of education
대구국우초등학교,elmentary,2022,public,대구광역시,대구광역시서부교육지원청
대전원신흥중학교,middle,2022,public,대전광역시,대전광역시서부교육지원청
서울위례솔초등학교,elmentary,2022,public,서울특별시,서울특별시강동송파교육지원청
위례솔중학교,middle,2022,public,서울특별시,서울특별시교육청
은하수초등학교,elmentary,2022,public,경상남도,경상남도진주교육지원청
치동중학교,middle,2022,public,경기도,경기도화성오산교육지원청
이솔고등학교,high,2022,public,경기도,경기도화성오산교육지원청
화성세정중학교,middle,2022,public,경기도,경기도화성오산교육지원청
집현중학교,middle,2022,public,세종특별자치시,세종특별자치시교육청
인천아라중학교,middle,2022,public,인천광역시,인천광역시서부교육지원청
인천현송중학교,middle,2022,public,인천광역시,인천광역시동부교육지원청
온샘초등학교,elmentary,2022,public,부산광역시,부산광역시동래교육지원청
군산금빛초등학교,elmentary,2022,public,전라북도,전라북도군산교육지원청
한들물빛초등학교,elmentary,2022,public,충청남도,충청남도아산교육지원청
오션중학교,middle,2022,public,부산광역시,부산광역시북부교육지원청
한들물빛중학교,middle,2022,public,충청남도,충청남도아산교육지원청
다산새봄중학교,middle,2022,public,경기도,경기도구리남양주교육지원청
나래중학교,middle,2022,public,경기도,경기도김포교육지원청
범박중학교,middle,2022,public,경기도,경기도부천교육지원청
인천이음중학교,middle,2022,public,인천광역시,인천광역시서부교육지원청
심학중학교,middle,2022,public,경기도,경기도파주교육지원청
대전호수초등학교,elmentary,2022,public,대전광역시,대전광역시서부교육지원청
다율초등학교,elmentary,2022,public,경기도,경기도파주교육지원청
인천아라고등학교,high,2022,public,인천광역시,인천광역시서부교육지원청
서울양원숲초등학교,elmentary,2022,public,서울특별시,서울특별시동부교육지원청
광주예술중학교,middle,2022,public,광주광역시,광주광역시동부교육지원청
대전원신흥초등학교복용분교장,elmentary,2022,public,대전광역시,대전광역시서부교육지원청
포담초등학교,elmentary,2022,public,경기도,경기도포천교육지원청
전주만성중학교,middle,2022,public,전라북도,전라북도전주교육지원청
서울강빛초등학교,elmentary,2021,public,서울특별시,서울특별시강동송파교육지원청
운남중학교,middle,2021,public,경상북도,경상북도김천교육지원청
인천청호초등학교,elmentary,2021,public,인천광역시,인천광역시서부교육지원청
나성중학교,middle,2021,public,세종특별자치시,세종특별자치시교육청
여울초등학교,elmentary,2021,public,경기도,경기도화성오산교육지원청
나성초등학교,elmentary,2021,public,세종특별자치시,세종특별자치시교육청
산들중학교,middle,2021,public,경기도,경기도파주교육지원청
대구팔공중학교,middle,2021,public,대구광역시,대구광역시동부교육지원청
이솔초등학교,elmentary,2021,public,경기도,경기도화성오산교육지원청
신우초등학교,elmentary,2021,public,경기도,경기도광주하남교육지원청
호연초등학교,elmentary,2021,public,경기도,경기도화성오산교육지원청
신원고등학교,high,2021,public,경기도,경기도고양교육지원청
감일고등학교,high,2021,public,경기도,경기도광주하남교육지원청
대구국제고등학교,high,2021,public,대구광역시,대구광역시서부교육지원청
일광중학교,middle,2021,public,부산광역시,부산광역시해운대교육지원청
대구공업고등학교테크노폴리스캠퍼스,high,2021,public,대구광역시,대구광역시달성교육지원청
대구팔공초등학교,elmentary,2021,public,대구광역시,대구광역시동부교육지원청
인천해든초등학교,elmentary,2021,public,인천광역시,인천광역시서부교육지원청
단샘초등학교,elmentary,2021,public,경기도,경기도광주하남교육지원청
수현중학교,middle,2021,public,경기도,경기도화성오산교육지원청
샘마루초등학교,elmentary,2021,public,강원도,강원도원주교육지원청
퇴계초등학교,elmentary,2021,public,강원도,강원도춘천교육지원청
석적중학교,middle,2021,public,경상북도,경상북도칠곡교육지원청
웅천중학교,middle,2021,public,경상남도,경상남도창원교육지원청
율빛초등학교,elmentary,2021,public,경기도,경기도동두천양주교육지원청
인천하늘중학교,middle,2021,public,인천광역시,인천광역시남부교육지원청
지축중학교,middle,2021,public,경기도,경기도고양교육지원청
다산별빛초등학교,elmentary,2021,public,경기도,경기도구리남양주교육지원청
옥빛고등학교,high,2021,public,경기도,경기도동두천양주교육지원청
판교대장초등학교,elmentary,2021,public,경기도,경기도성남교육지원청
인천현송초등학교,elmentary,2021,public,인천광역시,인천광역시동부교육지원청
인천송담초등학교,elmentary,2021,public,인천광역시,인천광역시동부교육지원청
처인고등학교,high,2021,public,경기도,경기도용인교육지원청
하랑초등학교,elmentary,2021,public,경기도,경기도구리남양주교육지원청
강빛중학교,middle,2021,public,서울특별시,서울특별시강동송파교육지원청
한여울초등학교,elmentary,2021,public,경기도,경기도시흥교육지원청
해밀고등학교,high,2021,public,세종특별자치시,세종특별자치시교육청
다산하늘초등학교,elmentary,2021,public,경기도,경기도구리남양주교육지원청
판교대장중학교,middle,2021,public,경기도,경기도성남교육지원청
시흥가온중학교,middle,2021,public,경기도,경기도시흥교육지원청
마산고운초등학교,elmentary,2021,public,경상남도,경상남도창원교육지원청
향동고등학교,high,2021,public,경기도,경기도고양교육지원청
옥빛중학교,middle,2021,public,경기도,경기도동두천양주교육지원청
거제용소초등학교,elmentary,2021,public,경상남도,경상남도거제교육지원청
인천한별초등학교,elmentary,2021,public,인천광역시,인천광역시서부교육지원청
해빛초등학교,elmentary,2021,public,부산광역시,부산광역시해운대교육지원청
위례숲초등학교,elmentary,2021,public,경기도,경기도광주하남교육지원청
회야초등학교,elmentary,2021,public,경상남도,경상남도양산교육지원청
광주송정초등학교,elmentary,2021,public,경기도,경기도광주하남교육지원청
인천미송중학교,middle,2021,public,인천광역시,인천광역시동부교육지원청
진영장등초등학교,elmentary,2021,public,경상남도,경상남도김해교육지원청
인천중산고등학교,high,2021,public,인천광역시,인천광역시남부교육지원청
보개초등학교,elmentary,2021,public,경기도,경기도안성교육지원청
인천청호중학교,middle,2021,public,인천광역시,인천광역시서부교육지원청
새봄초등학교,elmentary,2021,public,경기도,경기도화성오산교육지원청
대구연경초등학교,elmentary,2021,public,대구광역시,대구광역시서부교육지원청
안산해솔중학교,middle,2021,public,경기도,경기도안산교육지원청
생명중학교,middle,2021,public,충청북도,충청북도청주교육지원청
초롱초등학교,elmentary,2021,public,경기도,경기도파주교육지원청
퇴계중학교,middle,2021,public,강원도,강원도춘천교육지원청
대구한실초등학교,elmentary,2020,public,대구광역시,대구광역시남부교육지원청
인천경연중학교,middle,2020,public,인천광역시,인천광역시서부교육지원청
항동중학교,middle,2020,public,서울특별시,서울특별시남부교육지원청
운정중학교,middle,2020,public,경기도,경기도파주교육지원청
삼남초등학교,elmentary,2020,public,울산광역시,울산광역시강남교육지원청
원흥초등학교,elmentary,2020,public,경기도,경기도고양교육지원청
서경초등학교,elmentary,2020,public,경기도,경기도화성오산교육지원청
서연고등학교,high,2020,public,경기도,경기도화성오산교육지원청
인천새봄초등학교,elmentary,2020,public,인천광역시,인천광역시동부교육지원청
구미산동고등학교,high,2020,public,경상북도,경상북도구미교육지원청
전주화정중학교,middle,2020,public,전라북도,전라북도전주교육지원청
수현초등학교,elmentary,2020,public,경기도,경기도화성오산교육지원청
김해율산초등학교,elmentary,2020,public,경상남도,경상남도김해교육지원청
충주남한강초등학교,elmentary,2020,public,충청북도,충청북도충주교육지원청
전주양현중학교,middle,2020,public,전라북도,전라북도전주교육지원청
서울고현초등학교,elmentary,2020,public,서울특별시,서울특별시강동송파교육지원청
향산초등학교,elmentary,2020,public,경기도,경기도김포교육지원청
충주대소원초등학교,elmentary,2020,public,충청북도,충청북도충주교육지원청
김해모산중학교,middle,2020,public,경상남도,경상남도김해교육지원청
신백중학교,middle,2020,public,경기도,경기도화성오산교육지원청
고실중학교,middle,2020,public,광주광역시,광주광역시서부교육지원청
고헌중학교,middle,2020,public,울산광역시,울산광역시강북교육지원청
섬강중학교,middle,2020,public,강원도,강원도원주교육지원청
고촌고등학교,high,2020,public,경기도,경기도김포교육지원청
반곡고등학교,high,2020,public,세종특별자치시,세종특별자치시교육청
김포구래초등학교,elmentary,2020,public,경기도,경기도김포교육지원청
용아초등학교,elmentary,2020,public,충청북도,충청북도청주교육지원청
천안희망초등학교,elmentary,2020,public,충청남도,충청남도천안교육지원청
무안행복중학교,middle,2020,public,전라남도,전라남도무안교육지원청
옥빛초등학교,elmentary,2020,public,경기도,경기도동두천양주교육지원청
가촌초등학교,elmentary,2020,public,경상남도,경상남도양산교육지원청
인천경연초등학교,elmentary,2020,public,인천광역시,인천광역시서부교육지원청
의창초등학교,elmentary,2020,public,경상남도,경상남도창원교육지원청
매성고등학교,high,2020,public,전라남도,전라남도나주교육지원청
마곡하늬중학교,middle,2020,public,서울특별시,서울특별시강서양천교육지원청
광주푸른초등학교,elmentary,2020,public,경기도,경기도광주하남교육지원청
한국창의예술고등학교,high,2020,public,전라남도,전라남도광양교육지원청
매성중학교,middle,2020,public,전라남도,전라남도나주교육지원청
산들초등학교,elmentary,2020,public,경기도,경기도파주교육지원청
무안행복초등학교,elmentary,2020,public,전라남도,전라남도무안교육지원청
향산중학교,middle,2020,public,경기도,경기도김포교육지원청
세종장영실고등학교,high,2020,public,세종특별자치시,세종특별자치시교육청
시흥가온초등학교,elmentary,2020,public,경기도,경기도시흥교육지원청
지축초등학교,elmentary,2020,public,경기도,경기도고양교육지원청
새솔고등학교,high,2020,public,경기도,경기도화성오산교육지원청
인천은송초등학교,elmentary,2020,public,인천광역시,인천광역시동부교육지원청
목감고등학교,high,2020,public,경기도,경기도시흥교육지원청
일광초등학교,elmentary,2020,public,부산광역시,부산광역시해운대교육지원청
빛가온중학교,middle,2020,public,경기도,경기도광명교육지원청
해밀중학교,middle,2020,public,세종특별자치시,세종특별자치시교육청
남양주다산고등학교,high,2020,public,경기도,경기도구리남양주교육지원청
평택대동초등학교,elmentary,2020,public,경기도,경기도평택교육지원청
새솔초등학교,elmentary,2020,public,경기도,경기도화성오산교육지원청
천안호수초등학교,elmentary,2020,public,충청남도,충청남도천안교육지원청
인천별빛초등학교,elmentary,2020,public,인천광역시,인천광역시남부교육지원청
광교호수중학교,middle,2020,public,경기도,경기도수원교육지원청
생명초등학교,elmentary,2020,public,충청북도,충청북도청주교육지원청
충주대소원중학교,middle,2020,public,충청북도,충청북도충주교육지원청
울릉중학교,middle,2020,public,경상북도,경상북도울릉교육지원청
안산해솔초등학교,elmentary,2020,public,경기도,경기도안산교육지원청
전주효천초등학교,elmentary,2020,public,전라북도,전라북도전주교육지원청
구미원당초등학교,elmentary,2020,public,경상북도,경상북도구미교육지원청
구미신당초등학교,elmentary,2020,public,경상북도,경상북도구미교육지원청
전주자연초등학교,elmentary,2020,public,전라북도,전라북도전주교육지원청
평택모산초등학교,elmentary,2020,public,경기도,경기도평택교육지원청
훈민초등학교,elmentary,2020,public,경기도,경기도의정부교육지원청
명원초등학교,elmentary,2020,public,부산광역시,부산광역시북부교육지원청
두왕초등학교,elmentary,2020,public,울산광역시,울산광역시강남교육지원청
김포나진초등학교,elmentary,2020,public,경기도,경기도김포교육지원청
비아고등학교,high,2020,private,광주광역시,광주광역시서부교육지원청
배곧해솔중학교,middle,2019,public,경기도,경기도시흥교육지원청
예림디자인고등학교,high,2019,private,서울특별시,서울특별시남부교육지원청
솔빛초등학교,elmentary,2019,public,세종특별자치시,세종특별자치시교육청
다정고등학교,high,2019,public,세종특별자치시,세종특별자치시교육청
반곡중학교,middle,2019,public,세종특별자치시,세종특별자치시교육청
용이중학교,middle,2019,public,경기도,경기도평택교육지원청
용죽초등학교,elmentary,2019,public,경기도,경기도평택교육지원청
한아람초등학교,elmentary,2019,public,경기도,경기도광주하남교육지원청
빛여울초등학교,elmentary,2019,public,광주광역시,광주광역시서부교육지원청
세아초등학교,elmentary,2019,public,경기도,경기도평택교육지원청
감일중학교,middle,2019,public,경기도,경기도광주하남교육지원청
세정초등학교,elmentary,2019,public,경기도,경기도화성오산교육지원청
감일초등학교,elmentary,2019,public,경기도,경기도광주하남교육지원청
보름초등학교,elmentary,2019,public,경기도,경기도김포교육지원청
서연중학교,middle,2019,public,경기도,경기도화성오산교육지원청
광산중학교,middle,2019,public,광주광역시,광주광역시서부교육지원청
향동중학교,middle,2019,public,경기도,경기도고양교육지원청
은월초등학교,elmentary,2019,public,울산광역시,울산광역시강북교육지원청
단재초등학교,elmentary,2019,public,충청북도,충청북도청주교육지원청
향동초등학교,elmentary,2019,public,경기도,경기도고양교육지원청
배곧누리초등학교,elmentary,2019,public,경기도,경기도시흥교육지원청
평택새빛초등학교,elmentary,2019,public,경기도,경기도평택교육지원청
압량중학교,middle,2019,public,경상북도,경상북도경산교육지원청
인천중산중학교,middle,2019,public,인천광역시,인천광역시남부교육지원청
진해신항중학교,middle,2019,public,경상남도,경상남도창원교육지원청
청주내곡초등학교,elmentary,2019,public,충청북도,충청북도청주교육지원청
진천상신초등학교,elmentary,2019,public,충청북도,충청북도진천교육지원청
청주소로초등학교,elmentary,2019,public,충청북도,충청북도청주교육지원청
명일초등학교,elmentary,2019,public,부산광역시,부산광역시북부교육지원청
초곡초등학교,elmentary,2019,public,경상북도,경상북도포항교육지원청
호명초등학교,elmentary,2019,public,경상북도,경상북도예천교육지원청
구미인덕중학교,middle,2019,public,경상북도,경상북도구미교육지원청
인천장아초등학교,elmentary,2019,public,인천광역시,인천광역시동부교육지원청
한류초등학교,elmentary,2019,public,경기도,경기도고양교육지원청
중앙탑중학교,middle,2019,public,충청북도,충청북도충주교육지원청
다산새봄초등학교,elmentary,2019,public,경기도,경기도구리남양주교육지원청
아산공수초등학교,elmentary,2019,public,충청남도,충청남도아산교육지원청
창릉초등학교,elmentary,2019,public,경기도,경기도고양교육지원청
인천중산초등학교,elmentary,2019,public,인천광역시,인천광역시남부교육지원청
충무공초등학교,elmentary,2019,public,경상남도,경상남도진주교육지원청
합천가야초등학교,elmentary,2019,public,경상남도,경상남도합천교육지원청
해누리중학교,middle,2019,public,서울특별시,서울특별시강동송파교육지원청
섬강초등학교,elmentary,2019,public,강원도,강원도원주교육지원청
은여울초등학교,elmentary,2019,public,경기도,경기도김포교육지원청
정현고등학교,high,2019,public,경기도,경기도화성오산교육지원청
동탄목동중학교,middle,2019,public,경기도,경기도화성오산교육지원청
동탄목동초등학교,elmentary,2019,public,경기도,경기도화성오산교육지원청
세마초등학교,elmentary,2019,public,경기도,경기도화성오산교육지원청
새너울중학교,middle,2019,public,충청북도,충청북도영동교육지원청
다산한강초등학교,elmentary,2019,public,경기도,경기도구리남양주교육지원청
다산한강중학교,middle,2019,public,경기도,경기도구리남양주교육지원청
향동숲내초등학교,elmentary,2019,public,경기도,경기도고양교육지원청
김해모산초등학교,elmentary,2019,public,경상남도,경상남도김해교육지원청
서울강덕초등학교,elmentary,2019,public,서울특별시,서울특별시강동송파교육지원청
서울해누리초등학교,elmentary,2019,public,서울특별시,서울특별시강동송파교육지원청
은솔초등학교,elmentary,2019,public,경기도,경기도구리남양주교육지원청
망포초등학교,elmentary,2019,public,경기도,경기도수원교육지원청
능허대중학교,middle,2019,public,인천광역시,인천광역시동부교육지원청
서울항동초등학교,elmentary,2019,public,서울특별시,서울특별시남부교육지원청
서울하늘숲초등학교,elmentary,2019,public,서울특별시,서울특별시남부교육지원청
양청초등학교,elmentary,2019,public,충청북도,충청북도청주교육지원청
고헌초등학교,elmentary,2019,public,울산광역시,울산광역시강북교육지원청
백운호수초등학교,elmentary,2019,public,경기도,경기도군포의왕교육지원청
전주양현초등학교,elmentary,2019,public,전라북도,전라북도전주교육지원청
인천미송초등학교,elmentary,2019,public,인천광역시,인천광역시동부교육지원청
송안초등학교,elmentary,2019,public,경기도,경기도군포의왕교육지원청
꽃내중학교,middle,2019,public,경상남도,경상남도남해교육지원청
안민중학교,middle,2018,public,경상남도,경상남도창원교육지원청
진관중학교,middle,2018,public,서울특별시,서울특별시서부교육지원청
산청고등학교,high,2018,public,경상남도,경상남도산청교육지원청
무거중학교,middle,2018,public,울산광역시,울산광역시강남교육지원청
배곧라온초등학교,elmentary,2018,public,경기도,경기도시흥교육지원청
군포대야초등학교,elmentary,2018,public,경기도,경기도군포의왕교육지원청
울산중학교,middle,2018,public,울산광역시,울산광역시강북교육지원청
거제양정초등학교,elmentary,2018,public,경상남도,경상남도거제교육지원청
도당중학교,middle,2018,public,경기도,경기도부천교육지원청
한울안중학교,middle,2018,private,대구광역시,대구광역시달성교육지원청
산내초등학교,elmentary,2018,public,경기도,경기도파주교육지원청
나산실용예술중학교,middle,2018,public,전라남도,전라남도함평교육지원청
구미문성초등학교,elmentary,2018,public,경상북도,경상북도구미교육지원청
새움초등학교,elmentary,2018,public,세종특별자치시,세종특별자치시교육청
천안성성초등학교,elmentary,2018,public,충청남도,충청남도천안교육지원청
태전고등학교,high,2018,public,경기도,경기도광주하남교육지원청
다온초등학교,elmentary,2018,public,경기도,경기도화성오산교육지원청
서동중학교,middle,2018,public,대구광역시,대구광역시달성교육지원청
서산서남초등학교,elmentary,2018,public,충청남도,충청남도서산교육지원청
이산고등학교,high,2018,public,경기도,경기도화성오산교육지원청
구미인덕초등학교,elmentary,2018,public,경상북도,경상북도구미교육지원청
모산중학교,middle,2018,public,충청남도,충청남도아산교육지원청
세종예술고등학교,high,2018,public,세종특별자치시,세종특별자치시교육청
청림중학교,middle,2018,public,경기도,경기도화성오산교육지원청
한숲중학교,middle,2018,public,경기도,경기도용인교육지원청
배곧해솔초등학교,elmentary,2018,public,경기도,경기도시흥교육지원청
충주중앙탑초등학교,elmentary,2018,public,충청북도,충청북도충주교육지원청
다원중학교,middle,2018,public,경기도,경기도화성오산교육지원청
한결초등학교,elmentary,2018,public,세종특별자치시,세종특별자치시교육청
함박초등학교,elmentary,2018,public,경기도,경기도용인교육지원청
한국바둑중학교,middle,2018,public,전라남도,전라남도순천교육지원청
다정중학교,middle,2018,public,세종특별자치시,세종특별자치시교육청
용인한얼초등학교,elmentary,2018,public,경기도,경기도용인교육지원청
남곡초등학교남곡분교장,elmentary,2018,public,경기도,경기도용인교육지원청
서대구중학교,middle,2018,public,대구광역시,대구광역시서부교육지원청
산청중학교,middle,2018,public,경상남도,경상남도산청교육지원청
다정초등학교,elmentary,2018,public,세종특별자치시,세종특별자치시교육청
서울어울초등학교,elmentary,2018,public,서울특별시,서울특별시서부교육지원청
평택청아초등학교,elmentary,2018,public,경기도,경기도평택교육지원청
남양주다산초등학교,elmentary,2018,public,경기도,경기도구리남양주교육지원청
남양주다산중학교,middle,2018,public,경기도,경기도구리남양주교육지원청
송린초등학교,elmentary,2018,public,경기도,경기도화성오산교육지원청
정현초등학교,elmentary,2018,public,경기도,경기도화성오산교육지원청
한율초등학교,elmentary,2018,public,경기도,경기도화성오산교육지원청
대구삼영초등학교,elmentary,2018,public,대구광역시,대구광역시서부교육지원청
인천예송초등학교,elmentary,2018,public,인천광역시,인천광역시동부교육지원청
다산가람초등학교,elmentary,2018,public,경기도,경기도구리남양주교육지원청
내곡중학교,middle,2018,public,서울특별시,서울특별시강남서초교육지원청
전주화정초등학교,elmentary,2018,public,전라북도,전라북도전주교육지원청
웅부중학교,middle,2018,public,경상북도,경상북도안동교육지원청
다원초등학교,elmentary,2018,public,경기도,경기도화성오산교육지원청
선인국제중학교,middle,2018,private,경상남도,경상남도진주교육지원청
물금중학교,middle,2018,public,경상남도,경상남도양산교육지원청
광교호수초등학교,elmentary,2018,public,경기도,경기도수원교육지원청
송린중학교,middle,2018,public,경기도,경기도화성오산교육지원청
서연초등학교,elmentary,2018,public,경기도,경기도화성오산교육지원청
평택서재초등학교,elmentary,2018,public,경기도,경기도평택교육지원청
정관중학교,middle,2017,public,부산광역시,부산광역시해운대교육지원청
금호고등학교,high,2017,public,서울특별시,서울특별시성동광진교육지원청
도선고등학교,high,2017,public,서울특별시,서울특별시성동광진교육지원청
가내초등학교,elmentary,2017,public,경기도,경기도평택교육지원청
유가중학교,middle,2017,public,대구광역시,대구광역시달성교육지원청
인천여자중학교,middle,2017,public,인천광역시,인천광역시동부교육지원청
대구세현초등학교,elmentary,2017,public,대구광역시,대구광역시달성교육지원청
지한초등학교,elmentary,2017,public,광주광역시,광주광역시동부교육지원청
단양소백산중학교,middle,2017,public,충청북도,충청북도단양교육지원청
김해수남고등학교,high,2017,public,경상남도,경상남도김해교육지원청
인천연송초등학교,elmentary,2017,public,인천광역시,인천광역시동부교육지원청
보람중학교,middle,2017,public,세종특별자치시,세종특별자치시교육청
지품천중학교,middle,2017,public,경상북도,경상북도김천교육지원청
익산가온초등학교,elmentary,2017,public,전라북도,전라북도익산교육지원청
진해신항초등학교,elmentary,2017,public,경상남도,경상남도창원교육지원청
비슬고등학교,high,2017,public,대구광역시,대구광역시달성교육지원청
가득초등학교,elmentary,2017,public,세종특별자치시,세종특별자치시교육청
글벗초등학교,elmentary,2017,public,세종특별자치시,세종특별자치시교육청
사수중학교,middle,2017,public,대구광역시,대구광역시서부교육지원청
이산중학교,middle,2017,public,경기도,경기도화성오산교육지원청
인천첨단초등학교,elmentary,2017,public,인천광역시,인천광역시동부교육지원청
서전고등학교,high,2017,public,충청북도,충청북도진천교육지원청
창성중학교,middle,2017,public,경기도,경기도성남교육지원청
가정중학교,middle,2017,public,강원도,강원도춘천교육지원청
치동초등학교,elmentary,2017,public,경기도,경기도화성오산교육지원청
빛가온초등학교,elmentary,2017,public,경기도,경기도광명교육지원청
목포백련초등학교,elmentary,2017,public,전라남도,전라남도목포교육지원청
새뜸초등학교,elmentary,2017,public,세종특별자치시,세종특별자치시교육청
천상고등학교,high,2017,public,울산광역시,울산광역시강남교육지원청
세인트존스베리 아카데미 제주,middle,2017,private,제주특별자치도,제주특별자치도서귀포시교육지원청
지사중학교,middle,2017,public,부산광역시,부산광역시북부교육지원청
새움중학교,middle,2017,public,세종특별자치시,세종특별자치시교육청
대구포산초등학교,elmentary,2017,public,대구광역시,대구광역시달성교육지원청
신아중학교,middle,2017,public,대구광역시,대구광역시동부교육지원청
감계초등학교,elmentary,2017,public,경상남도,경상남도창원교육지원청
박달중학교,middle,2017,public,경기도,경기도안양과천교육지원청
대전죽동초등학교,elmentary,2017,public,대전광역시,대전광역시서부교육지원청
조남중학교,middle,2017,public,경기도,경기도시흥교육지원청
버들중학교,middle,2017,public,강원도,강원도원주교육지원청
글벗중학교,middle,2017,public,세종특별자치시,세종특별자치시교육청
천안불무중학교,middle,2017,public,충청남도,충청남도천안교육지원청
새롬초등학교,elmentary,2017,public,세종특별자치시,세종특별자치시교육청
서전중학교,middle,2017,public,충청북도,충청북도진천교육지원청
영주가흥초등학교,elmentary,2017,public,경상북도,경상북도영주교육지원청
태성초등학교,elmentary,2017,public,경기도,경기도광주하남교육지원청
소담고등학교,high,2017,public,세종특별자치시,세종특별자치시교육청
천안아름초등학교,elmentary,2017,public,충청남도,충청남도천안교육지원청
매양중학교,middle,2017,public,경기도,경기도광주하남교육지원청
갈매고등학교,high,2017,public,경기도,경기도구리남양주교육지원청
새뜸중학교,middle,2017,public,세종특별자치시,세종특별자치시교육청
라온초등학교,elmentary,2017,public,전라남도,전라남도나주교육지원청
서울강솔초등학교,elmentary,2017,public,서울특별시,서울특별시강동송파교육지원청
진해냉천중학교,middle,2017,public,경상남도,경상남도창원교육지원청
인천예송중학교,middle,2017,public,인천광역시,인천광역시동부교육지원청
아산테크노중학교,middle,2017,public,충청남도,충청남도아산교육지원청
배곧한울초등학교,elmentary,2017,public,경기도,경기도시흥교육지원청
한아름초등학교,elmentary,2017,public,전라남도,전라남도나주교육지원청
창의고등학교,high,2017,public,경기도,경기도화성오산교육지원청
어울초등학교,elmentary,2017,public,경기도,경기도안성교육지원청
전주새연초등학교,elmentary,2017,public,전라북도,전라북도전주교육지원청
조남초등학교,elmentary,2017,public,경기도,경기도시흥교육지원청
전주하가초등학교,elmentary,2017,public,전라북도,전라북도전주교육지원청
새롬고등학교,high,2017,public,세종특별자치시,세종특별자치시교육청
서울금나래초등학교,elmentary,2017,public,서울특별시,서울특별시남부교육지원청
옥정초등학교,elmentary,2017,public,경기도,경기도동두천양주교육지원청
샘말초등학교,elmentary,2017,public,경기도,경기도용인교육지원청
김포금빛초등학교,elmentary,2017,public,경기도,경기도김포교육지원청
효행초등학교,elmentary,2017,public,경기도,경기도화성오산교육지원청
백마고등학교,high,2017,public,경기도,경기도고양교육지원청
대전선유초등학교,elmentary,2017,public,대전광역시,대전광역시서부교육지원청
대구서동초등학교,elmentary,2017,public,대구광역시,대구광역시달성교육지원청
천안불당고등학교,high,2017,public,충청남도,충청남도천안교육지원청
천안한들초등학교,elmentary,2017,public,충청남도,충청남도천안교육지원청
보람초등학교,elmentary,2016,public,세종특별자치시,세종특별자치시교육청
옥길중학교,middle,2016,public,경기도,경기도부천교육지원청
대구대실초등학교,elmentary,2016,public,대구광역시,대구광역시달성교육지원청
보람고등학교,high,2016,public,세종특별자치시,세종특별자치시교육청
갈매중학교,middle,2016,public,경기도,경기도구리남양주교육지원청
대구비슬초등학교,elmentary,2016,public,대구광역시,대구광역시달성교육지원청
산내중학교,middle,2016,public,경기도,경기도파주교육지원청
소가야중학교,middle,2016,public,경상남도,경상남도고성교육지원청
삼현초등학교,elmentary,2016,public,경기도,경기도의정부교육지원청
효천중학교,middle,2016,public,광주광역시,광주광역시서부교육지원청
수남중학교,middle,2016,public,경상남도,경상남도김해교육지원청
경북중부중학교,middle,2016,public,경상북도,경상북도의성교육지원청
대구강림초등학교,elmentary,2016,public,대구광역시,대구광역시달성교육지원청
인천마전고등학교,high,2016,public,인천광역시,인천광역시서부교육지원청
서울가재울초등학교,elmentary,2016,public,서울특별시,서울특별시서부교육지원청
인천과학예술영재학교,high,2016,public,인천광역시,인천광역시동부교육지원청
산마루초등학교,elmentary,2016,public,경기도,경기도구리남양주교육지원청
한홀초등학교,elmentary,2016,public,경기도,경기도광주하남교육지원청
방곡초등학교,elmentary,2016,public,부산광역시,부산광역시해운대교육지원청
윤슬중학교,middle,2016,public,경기도,경기도광주하남교육지원청
별가람고등학교,high,2016,public,경기도,경기도구리남양주교육지원청
진해냉천초등학교,elmentary,2016,public,경상남도,경상남도창원교육지원청
양주초등학교,elmentary,2016,public,경상남도,경상남도양산교육지원청
청아초등학교,elmentary,2016,public,경기도,경기도광주하남교육지원청
윤슬초등학교,elmentary,2016,public,경기도,경기도광주하남교육지원청
위례고등학교,high,2016,public,경기도,경기도광주하남교육지원청
고림고등학교,high,2016,public,경기도,경기도용인교육지원청
서울위례별초등학교,elmentary,2016,public,서울특별시,서울특별시강동송파교육지원청
목포부주초등학교,elmentary,2016,public,전라남도,전라남도목포교육지원청
조암중학교,middle,2016,public,대구광역시,대구광역시남부교육지원청
풍천풍서초등학교,elmentary,2016,public,경상북도,경상북도안동교육지원청
광천초등학교,elmentary,2016,public,충청남도,충청남도홍성교육지원청
장검중학교,middle,2016,public,울산광역시,울산광역시강남교육지원청
대구용천초등학교,elmentary,2016,public,대구광역시,대구광역시남부교육지원청
오션초등학교,elmentary,2016,public,부산광역시,부산광역시북부교육지원청
대구세천초등학교,elmentary,2016,public,대구광역시,대구광역시달성교육지원청
새론중학교,middle,2016,public,대구광역시,대구광역시동부교육지원청
감계중학교,middle,2016,public,경상남도,경상남도창원교육지원청
평택이화초등학교,elmentary,2016,public,경기도,경기도평택교육지원청
빛누리초등학교,elmentary,2016,public,전라남도,전라남도나주교육지원청
고양오금초등학교,elmentary,2016,public,경기도,경기도고양교육지원청
전주홍산초등학교,elmentary,2016,public,전라북도,전라북도전주교육지원청
창원한들초등학교,elmentary,2016,public,경상남도,경상남도창원교육지원청
인천용학초등학교,elmentary,2016,public,인천광역시,인천광역시남부교육지원청
역동초등학교,elmentary,2016,public,경기도,경기도광주하남교육지원청
여수송현초등학교,elmentary,2016,public,전라남도,전라남도여수교육지원청
새본리중학교,middle,2016,public,대구광역시,대구광역시남부교육지원청
해마루중학교,middle,2016,public,경상북도,경상북도구미교육지원청
