name,school,establishment,type,province,office of education
평내중학교,middle,2005,public,경기도,경기도구리남양주교육지원청
대전외삼중학교,middle,2005,public,대전광역시,대전광역시서부교육지원청
비전중학교,middle,2005,public,경기도,경기도평택교육지원청
죽림초등학교,elmentary,2005,public,충청북도,충청북도청주교육지원청
장당초등학교,elmentary,2005,public,경기도,경기도평택교육지원청
서울마장초등학교,elmentary,2005,public,서울특별시,서울특별시성동광진교육지원청
해강중학교,middle,2005,public,부산광역시,부산광역시해운대교육지원청
늘푸른중학교,middle,2005,public,경기도,경기도성남교육지원청
사능초등학교,elmentary,2005,public,경기도,경기도구리남양주교육지원청
경기북과학고등학교,high,2005,public,경기도,경기도의정부교육지원청
대운초등학교,elmentary,2005,public,경상남도,경상남도양산교육지원청
인천귤현초등학교,elmentary,2005,public,인천광역시,인천광역시서부교육지원청
언동중학교,middle,2005,public,경기도,경기도용인교육지원청
서울보라매초등학교,elmentary,2005,public,서울특별시,서울특별시동작관악교육지원청
용인신촌중학교,middle,2005,public,경기도,경기도용인교육지원청
선유고등학교,high,2005,public,서울특별시,서울특별시남부교육지원청
석정중학교,middle,2005,public,인천광역시,인천광역시동부교육지원청
월계고등학교,high,2005,public,서울특별시,서울특별시북부교육지원청
불암고등학교,high,2005,public,서울특별시,서울특별시북부교육지원청
용인한국외국어대학교부설고등학교,high,2005,private,경기도,경기도용인교육지원청
삼산중학교,middle,2005,public,인천광역시,인천광역시북부교육지원청
장당중학교,middle,2005,public,경기도,경기도평택교육지원청
인천먼우금초등학교,elmentary,2005,public,인천광역시,인천광역시동부교육지원청
언남초등학교,elmentary,2005,public,경기도,경기도용인교육지원청
용인신릉중학교,middle,2005,public,경기도,경기도용인교육지원청
매탄고등학교,high,2005,public,경기도,경기도수원교육지원청
포항장원초등학교,elmentary,2005,public,경상북도,경상북도포항교육지원청
금천중학교,middle,2005,public,충청북도,충청북도청주교육지원청
당동중학교,middle,2005,public,경기도,경기도군포의왕교육지원청
신송중학교,middle,2005,public,인천광역시,인천광역시동부교육지원청
서울서신초등학교,elmentary,2005,public,서울특별시,서울특별시서부교육지원청
산성초등학교,elmentary,2005,public,충청북도,충청북도청주교육지원청
대교초등학교,elmentary,2005,public,경상북도,경상북도칠곡교육지원청
조원중학교,middle,2005,public,경기도,경기도수원교육지원청
분성중학교,middle,2005,public,경상남도,경상남도김해교육지원청
전주용소초등학교,elmentary,2005,public,전라북도,전라북도전주교육지원청
석동중학교,middle,2005,public,경상남도,경상남도창원교육지원청
목포용해초등학교,elmentary,2005,public,전라남도,전라남도목포교육지원청
의정부효자초등학교,elmentary,2005,public,경기도,경기도의정부교육지원청
대선초등학교,elmentary,2005,public,경기도,경기도수원교육지원청
인천부흥고등학교,high,2005,public,인천광역시,인천광역시북부교육지원청
탄벌중학교,middle,2005,public,경기도,경기도광주하남교육지원청
진주제일중학교,middle,2005,public,경상남도,경상남도진주교육지원청
본촌초등학교,elmentary,2005,public,광주광역시,광주광역시동부교육지원청
사천초등학교,elmentary,2005,public,충청북도,충청북도청주교육지원청
김해대곡중학교,middle,2005,public,경상남도,경상남도김해교육지원청
화창초등학교,elmentary,2005,public,경기도,경기도안양과천교육지원청
보정고등학교,high,2005,public,경기도,경기도용인교육지원청
인천경서초등학교,elmentary,2005,public,인천광역시,인천광역시서부교육지원청
안산해양초등학교,elmentary,2005,public,경기도,경기도안산교육지원청
전북외국어고등학교,high,2005,public,전라북도,전라북도군산교육지원청
익산옥야초등학교,elmentary,2005,public,전라북도,전라북도익산교육지원청
진보중학교,middle,2005,public,경상북도,경상북도청송교육지원청
신평초등학교,elmentary,2005,public,경기도,경기도광주하남교육지원청
대구청림초등학교,elmentary,2005,public,대구광역시,대구광역시동부교육지원청
전주곤지중학교,middle,2005,public,전라북도,전라북도전주교육지원청
단원고등학교,high,2005,public,경기도,경기도안산교육지원청
서울화일초등학교,elmentary,2005,public,서울특별시,서울특별시강서양천교육지원청
서울석계초등학교,elmentary,2005,public,서울특별시,서울특별시성북강북교육지원청
인천원당고등학교,high,2005,public,인천광역시,인천광역시서부교육지원청
대구함지초등학교,elmentary,2005,public,대구광역시,대구광역시서부교육지원청
만호초등학교,elmentary,2005,public,광주광역시,광주광역시서부교육지원청
대전두리초등학교,elmentary,2005,public,대전광역시,대전광역시서부교육지원청
인천원당초등학교,elmentary,2005,public,인천광역시,인천광역시서부교육지원청
연암중학교,middle,2005,public,울산광역시,울산광역시강북교육지원청
대전비래초등학교,elmentary,2005,public,대전광역시,대전광역시동부교육지원청
불로초등학교,elmentary,2005,public,광주광역시,광주광역시서부교육지원청
삼숭초등학교,elmentary,2005,public,경기도,경기도동두천양주교육지원청
서울양진초등학교,elmentary,2005,public,서울특별시,서울특별시성동광진교육지원청
대전신계초등학교,elmentary,2005,public,대전광역시,대전광역시서부교육지원청
군산동산중학교,middle,2005,public,전라북도,전라북도군산교육지원청
대전하기초등학교,elmentary,2005,public,대전광역시,대전광역시서부교육지원청
부천송일초등학교,elmentary,2005,public,경기도,경기도부천교육지원청
동두천외국어고등학교,high,2005,public,경기도,경기도동두천양주교육지원청
전주아중중학교,middle,2005,public,전라북도,전라북도전주교육지원청
서울행현초등학교,elmentary,2005,public,서울특별시,서울특별시성동광진교육지원청
전주용와초등학교,elmentary,2005,public,전라북도,전라북도전주교육지원청
무룡초등학교,elmentary,2005,public,울산광역시,울산광역시강북교육지원청
김해대곡초등학교,elmentary,2005,public,경상남도,경상남도김해교육지원청
고리울초등학교,elmentary,2005,public,경기도,경기도부천교육지원청
수문초등학교,elmentary,2005,public,광주광역시,광주광역시서부교육지원청
마전중학교,middle,2005,public,인천광역시,인천광역시서부교육지원청
전주용소중학교,middle,2005,public,전라북도,전라북도전주교육지원청
단관초등학교,elmentary,2005,public,강원도,강원도원주교육지원청
천상중학교,middle,2005,public,울산광역시,울산광역시강남교육지원청
서울영문초등학교,elmentary,2005,public,서울특별시,서울특별시남부교육지원청
명천초등학교,elmentary,2005,public,충청남도,충청남도보령교육지원청
상미초등학교,elmentary,2005,public,경기도,경기도부천교육지원청
목포하당중학교,middle,2005,public,전라남도,전라남도목포교육지원청
목포석현초등학교,elmentary,2005,public,전라남도,전라남도목포교육지원청
고양예술고등학교,high,2005,private,경기도,경기도고양교육지원청
마장중학교,middle,2005,public,서울특별시,서울특별시성동광진교육지원청
서울조원초등학교,elmentary,2005,public,서울특별시,서울특별시동작관악교육지원청
천안와촌초등학교,elmentary,2005,public,충청남도,충청남도천안교육지원청
대전원앙초등학교,elmentary,2005,public,대전광역시,대전광역시서부교육지원청
기안중학교,middle,2005,public,경기도,경기도화성오산교육지원청
순천향림중학교,middle,2005,public,전라남도,전라남도순천교육지원청
효탑초등학교,elmentary,2005,public,경기도,경기도수원교육지원청
무실초등학교,elmentary,2005,public,강원도,강원도원주교육지원청
신송고등학교,high,2005,public,인천광역시,인천광역시동부교육지원청
강원체육중학교,middle,2005,public,강원도,강원도춘천교육지원청
성원초등학교,elmentary,2005,public,강원도,강원도춘천교육지원청
대전장대중학교,middle,2005,public,대전광역시,대전광역시서부교육지원청
분성초등학교,elmentary,2005,public,경상남도,경상남도김해교육지원청
인천가림초등학교,elmentary,2005,public,인천광역시,인천광역시서부교육지원청
거제고현초등학교,elmentary,2005,public,경상남도,경상남도거제교육지원청
노변중학교,middle,2005,public,대구광역시,대구광역시동부교육지원청
풍무고등학교,high,2005,public,경기도,경기도김포교육지원청
첨단고등학교,high,2005,public,광주광역시,광주광역시서부교육지원청
온양용화고등학교,high,2005,public,충청남도,충청남도아산교육지원청
보림초등학교,elmentary,2005,public,부산광역시,부산광역시서부교육지원청
봉덕초등학교,elmentary,2004,public,충청북도,충청북도청주교육지원청
신명초등학교,elmentary,2004,public,경상남도,경상남도양산교육지원청
동화초등학교,elmentary,2004,public,강원도,강원도원주교육지원청
송광중학교,middle,2004,public,광주광역시,광주광역시서부교육지원청
대전지족고등학교,high,2004,public,대전광역시,대전광역시서부교육지원청
안화중학교,middle,2004,public,경기도,경기도화성오산교육지원청
대구서변초등학교,elmentary,2004,public,대구광역시,대구광역시서부교육지원청
현산중학교,middle,2004,public,경기도,경기도고양교육지원청
영화초등학교,elmentary,2004,public,울산광역시,울산광역시강남교육지원청
대송중학교,middle,2004,public,경기도,경기도고양교육지원청
손곡초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
용연초등학교,elmentary,2004,public,울산광역시,울산광역시강남교육지원청
진장중학교,middle,2004,public,울산광역시,울산광역시강북교육지원청
충훈고등학교,high,2004,public,경기도,경기도안양과천교육지원청
간재울중학교,middle,2004,public,인천광역시,인천광역시서부교육지원청
장내초등학교,elmentary,2004,public,경기도,경기도구리남양주교육지원청
인천삼목초등학교,elmentary,2004,public,인천광역시,인천광역시남부교육지원청
금화초등학교,elmentary,2004,public,경기도,경기도파주교육지원청
샘모루초등학교,elmentary,2004,public,경기도,경기도안양과천교육지원청
임진초등학교,elmentary,2004,public,경기도,경기도파주교육지원청
두호고등학교,high,2004,public,경상북도,경상북도포항교육지원청
금향초등학교,elmentary,2004,public,경기도,경기도파주교육지원청
용인이동초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
대청초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
작전고등학교,high,2004,public,인천광역시,인천광역시서부교육지원청
병점고등학교,high,2004,public,경기도,경기도화성오산교육지원청
용인대덕초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
인천서창초등학교,elmentary,2004,public,인천광역시,인천광역시동부교육지원청
사곡고등학교,high,2004,public,경상북도,경상북도구미교육지원청
팔달초등학교,elmentary,2004,public,경기도,경기도수원교육지원청
구성고등학교,high,2004,public,경기도,경기도용인교육지원청
인천봉화초등학교,elmentary,2004,public,인천광역시,인천광역시서부교육지원청
인천예일중학교,middle,2004,public,인천광역시,인천광역시서부교육지원청
도봉초등학교,elmentary,2004,public,경상북도,경상북도구미교육지원청
부개고등학교,high,2004,public,인천광역시,인천광역시북부교육지원청
화성벌말초등학교,elmentary,2004,public,경기도,경기도화성오산교육지원청
갈곡초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
선주고등학교,high,2004,public,경상북도,경상북도구미교육지원청
용인둔전초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
용인대덕중학교,middle,2004,public,경기도,경기도용인교육지원청
인천새말초등학교,elmentary,2004,public,인천광역시,인천광역시동부교육지원청
인천진산초등학교,elmentary,2004,public,인천광역시,인천광역시북부교육지원청
용인신촌초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
인주중학교,middle,2004,public,인천광역시,인천광역시남부교육지원청
기산초등학교,elmentary,2004,public,경기도,경기도화성오산교육지원청
두레자연중학교,middle,2004,private,경기도,경기도화성오산교육지원청
포항장성고등학교,high,2004,public,경상북도,경상북도포항교육지원청
작전중학교,middle,2004,public,인천광역시,인천광역시서부교육지원청
홍천중학교,middle,2004,public,경기도,경기도용인교육지원청
옥련여자고등학교,high,2004,public,인천광역시,인천광역시동부교육지원청
손곡중학교,middle,2004,public,경기도,경기도용인교육지원청
인천예일고등학교,high,2004,public,인천광역시,인천광역시서부교육지원청
신현고등학교,high,2004,public,서울특별시,서울특별시동부교육지원청
등촌고등학교,high,2004,public,서울특별시,서울특별시강서양천교육지원청
도봉고등학교,high,2004,public,서울특별시,서울특별시북부교육지원청
자운고등학교,high,2004,public,서울특별시,서울특별시북부교육지원청
현암초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
인천은지초등학교,elmentary,2004,public,인천광역시,인천광역시서부교육지원청
인천굴포초등학교,elmentary,2004,public,인천광역시,인천광역시북부교육지원청
서산석림초등학교,elmentary,2004,public,충청남도,충청남도서산교육지원청
성남정자초등학교,elmentary,2004,public,경기도,경기도성남교육지원청
안화초등학교,elmentary,2004,public,경기도,경기도화성오산교육지원청
선주중학교,middle,2004,public,경상북도,경상북도구미교육지원청
진평초등학교,elmentary,2004,public,경상북도,경상북도구미교육지원청
대구동변초등학교,elmentary,2004,public,대구광역시,대구광역시서부교육지원청
인천발산초등학교,elmentary,2004,public,인천광역시,인천광역시서부교육지원청
강동고등학교,high,2004,public,대구광역시,대구광역시동부교육지원청
용인신릉초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
늘푸른고등학교,high,2004,public,경기도,경기도성남교육지원청
내토초등학교,elmentary,2004,public,충청북도,충청북도제천교육지원청
수일초등학교,elmentary,2004,public,경기도,경기도수원교육지원청
경기외국어고등학교,high,2004,private,경기도,경기도군포의왕교육지원청
대호중학교,middle,2004,public,경기도,경기도화성오산교육지원청
대구장성초등학교,elmentary,2004,public,대구광역시,대구광역시남부교육지원청
서울묵현초등학교,elmentary,2004,public,서울특별시,서울특별시동부교육지원청
대구논공초등학교,elmentary,2004,public,대구광역시,대구광역시달성교육지원청
인천해서초등학교,elmentary,2004,public,인천광역시,인천광역시서부교육지원청
을지중학교,middle,2004,public,서울특별시,서울특별시북부교육지원청
양벌초등학교,elmentary,2004,public,경기도,경기도광주하남교육지원청
봉산중학교,middle,2004,public,광주광역시,광주광역시서부교육지원청
용인성산초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
광주도평초등학교,elmentary,2004,public,경기도,경기도광주하남교육지원청
안골포초등학교,elmentary,2004,public,경상남도,경상남도창원교육지원청
대구강동초등학교,elmentary,2004,public,대구광역시,대구광역시동부교육지원청
인천검암초등학교,elmentary,2004,public,인천광역시,인천광역시서부교육지원청
용신중학교,middle,2004,public,경기도,경기도용인교육지원청
홍천초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
천천고등학교,high,2004,public,경기도,경기도수원교육지원청
영천중학교,middle,2004,public,광주광역시,광주광역시서부교육지원청
수원매화초등학교,elmentary,2004,public,경기도,경기도수원교육지원청
명곡초등학교,elmentary,2004,public,경상남도,경상남도창원교육지원청
조원고등학교,high,2004,public,경기도,경기도수원교육지원청
익산어양중학교,middle,2004,public,전라북도,전라북도익산교육지원청
백화초등학교,elmentary,2004,public,충청남도,충청남도태안교육지원청
석봉초등학교,elmentary,2004,public,경상남도,경상남도김해교육지원청
단구중학교,middle,2004,public,강원도,강원도원주교육지원청
작전여자고등학교,high,2004,public,인천광역시,인천광역시서부교육지원청
동문고등학교,high,2004,public,대구광역시,대구광역시동부교육지원청
군산미성초등학교,elmentary,2004,public,전라북도,전라북도군산교육지원청
문장초등학교,elmentary,2004,public,경상북도,경상북도구미교육지원청
오산대원초등학교,elmentary,2004,public,경기도,경기도화성오산교육지원청
전주평화중학교,middle,2004,public,전라북도,전라북도전주교육지원청
신선여자고등학교,high,2004,public,울산광역시,울산광역시강남교육지원청
순천풍덕중학교,middle,2004,public,전라남도,전라남도순천교육지원청
독정초등학교,elmentary,2004,public,경기도,경기도용인교육지원청
삽량초등학교,elmentary,2004,public,경상남도,경상남도양산교육지원청
안산중학교,middle,2004,public,전라남도,전라남도여수교육지원청
대현고등학교,high,2004,public,울산광역시,울산광역시강남교육지원청
함월고등학교,high,2004,public,울산광역시,울산광역시강북교육지원청
대전대정초등학교,elmentary,2004,public,대전광역시,대전광역시서부교육지원청
동변중학교,middle,2004,public,대구광역시,대구광역시서부교육지원청
성남양지초등학교,elmentary,2004,public,경기도,경기도성남교육지원청
입북초등학교,elmentary,2004,public,경기도,경기도수원교육지원청
마산내서여자고등학교,high,2004,public,경상남도,경상남도창원교육지원청
대전구봉고등학교,high,2004,public,대전광역시,대전광역시서부교육지원청
서산석림중학교,middle,2004,public,충청남도,충청남도서산교육지원청
대전전민고등학교,high,2004,public,대전광역시,대전광역시서부교육지원청
서재중학교,middle,2004,public,대구광역시,대구광역시달성교육지원청
창원경일여자고등학교,high,2004,private,경상남도,경상남도창원교육지원청
김해신안초등학교,elmentary,2004,public,경상남도,경상남도김해교육지원청
덕계고등학교,high,2004,public,경기도,경기도동두천양주교육지원청
주중초등학교,elmentary,2004,public,충청북도,충청북도청주교육지원청
부산센텀여자고등학교,high,2004,private,부산광역시,부산광역시해운대교육지원청
김해분성여자고등학교,high,2004,public,경상남도,경상남도김해교육지원청
서산명지중학교,middle,2004,public,충청남도,충청남도서산교육지원청
순천향림초등학교,elmentary,2004,public,전라남도,전라남도순천교육지원청
문수중학교,middle,2004,public,울산광역시,울산광역시강남교육지원청
초지중학교,middle,2004,public,경기도,경기도안산교육지원청
송내고등학교,high,2004,public,경기도,경기도부천교육지원청
대전목양초등학교,elmentary,2004,public,대전광역시,대전광역시동부교육지원청
지리산고등학교,high,2004,private,경상남도,경상남도산청교육지원청
야음중학교,middle,2004,public,울산광역시,울산광역시강남교육지원청
을숙도초등학교,elmentary,2004,public,부산광역시,부산광역시서부교육지원청
안남고등학교,high,2004,public,인천광역시,인천광역시서부교육지원청
대전느리울중학교,middle,2004,public,대전광역시,대전광역시서부교육지원청
신덕중학교,middle,2004,public,부산광역시,부산광역시북부교육지원청
이담초등학교,elmentary,2004,public,경기도,경기도동두천양주교육지원청
서산대진초등학교,elmentary,2004,public,충청남도,충청남도서산교육지원청
논산내동초등학교,elmentary,2004,public,충청남도,충청남도논산계룡교육지원청
온양용화중학교,middle,2004,public,충청남도,충청남도아산교육지원청
신가중학교,middle,2004,public,광주광역시,광주광역시서부교육지원청
상학초등학교,elmentary,2004,public,부산광역시,부산광역시북부교육지원청
상모고등학교,high,2004,public,경상북도,경상북도구미교육지원청
월계초등학교,elmentary,2004,public,울산광역시,울산광역시강남교육지원청
생연중학교,middle,2004,public,경기도,경기도동두천양주교육지원청
김해삼문고등학교,high,2004,public,경상남도,경상남도김해교육지원청
전북여자고등학교,high,2004,private,전라북도,전라북도전주교육지원청
창원명곡고등학교,high,2004,public,경상남도,경상남도창원교육지원청
신봉초등학교,elmentary,2004,public,경기도,경기도포천교육지원청
금샘초등학교,elmentary,2004,public,부산광역시,부산광역시동래교육지원청
아림초등학교,elmentary,2004,public,경상남도,경상남도거창교육지원청
대호초등학교,elmentary,2004,public,경기도,경기도화성오산교육지원청
서울체육중학교,middle,2004,public,서울특별시,서울특별시강동송파교육지원청
서울고원초등학교,elmentary,2004,public,서울특별시,서울특별시남부교육지원청
안산호원초등학교,elmentary,2004,public,경기도,경기도안산교육지원청
대전느리울초등학교,elmentary,2004,public,대전광역시,대전광역시서부교육지원청
서울연광초등학교,elmentary,2004,public,서울특별시,서울특별시서부교육지원청
천안수곡초등학교,elmentary,2004,public,충청남도,충청남도천안교육지원청
웃터골초등학교,elmentary,2004,public,경기도,경기도시흥교육지원청
효양고등학교,high,2004,public,경기도,경기도이천교육지원청
천안서당초등학교,elmentary,2004,public,충청남도,충청남도천안교육지원청
포은초등학교,elmentary,2004,public,경상북도,경상북도영천교육지원청
서울가인초등학교,elmentary,2004,public,서울특별시,서울특별시북부교육지원청
상일고등학교,high,2004,public,경기도,경기도부천교육지원청
온양권곡초등학교,elmentary,2004,public,충청남도,충청남도아산교육지원청
천안불당중학교,middle,2004,public,충청남도,충청남도천안교육지원청
천안불당초등학교,elmentary,2004,public,충청남도,충청남도천안교육지원청
천안쌍용고등학교,high,2004,public,충청남도,충청남도천안교육지원청
천안두정초등학교,elmentary,2004,public,충청남도,충청남도천안교육지원청
천안신대초등학교,elmentary,2004,public,충청남도,충청남도천안교육지원청
대구도림초등학교,elmentary,2004,public,대구광역시,대구광역시달성교육지원청
명도초등학교,elmentary,2004,public,경상남도,경상남도창원교육지원청
안심초등학교,elmentary,2003,public,전라남도,전라남도여수교육지원청
신기초등학교,elmentary,2003,public,전라남도,전라남도여수교육지원청
운남고등학교,high,2003,public,광주광역시,광주광역시서부교육지원청
제암초등학교,elmentary,2003,public,경기도,경기도화성오산교육지원청
김해대청고등학교,high,2003,public,경상남도,경상남도김해교육지원청
서울덕암초등학교,elmentary,2003,public,서울특별시,서울특별시북부교육지원청
호성중학교,middle,2003,public,경기도,경기도안양과천교육지원청
대곡고등학교,high,2003,public,대구광역시,대구광역시남부교육지원청
유곡중학교,middle,2003,public,울산광역시,울산광역시강북교육지원청
시흥장현초등학교,elmentary,2003,public,경기도,경기도시흥교육지원청
원평중학교,middle,2003,public,충청북도,충청북도청주교육지원청
대구명곡초등학교,elmentary,2003,public,대구광역시,대구광역시달성교육지원청
대구죽곡초등학교,elmentary,2003,public,대구광역시,대구광역시달성교육지원청
고양관산초등학교,elmentary,2003,public,경기도,경기도고양교육지원청
시흥도원초등학교,elmentary,2003,public,경기도,경기도시흥교육지원청
대전둔원고등학교,high,2003,public,대전광역시,대전광역시서부교육지원청
대구체육고등학교,high,2003,public,대구광역시,대구광역시서부교육지원청
일산은행초등학교,elmentary,2003,public,경기도,경기도고양교육지원청
동두천송내초등학교,elmentary,2003,public,경기도,경기도동두천양주교육지원청
인천후정초등학교,elmentary,2003,public,인천광역시,인천광역시북부교육지원청
지석초등학교,elmentary,2003,public,경기도,경기도용인교육지원청
안곡초등학교,elmentary,2003,public,경기도,경기도고양교육지원청
호평중학교,middle,2003,public,경기도,경기도구리남양주교육지원청
왕방초등학교,elmentary,2003,public,경기도,경기도포천교육지원청
구미중학교,middle,2003,public,경기도,경기도성남교육지원청
화잠초등학교,elmentary,2003,public,부산광역시,부산광역시북부교육지원청
명진중학교,middle,2003,public,부산광역시,부산광역시북부교육지원청
흥덕고등학교,high,2003,public,충청북도,충청북도청주교육지원청
구미사곡초등학교,elmentary,2003,public,경상북도,경상북도구미교육지원청
주성고등학교,high,2003,public,충청북도,충청북도청주교육지원청
함박중학교,middle,2003,public,인천광역시,인천광역시동부교육지원청
헌산중학교,middle,2003,private,경기도,경기도용인교육지원청
효자초등학교,elmentary,2003,public,경기도,경기도용인교육지원청
동백초등학교,elmentary,2003,public,전라남도,전라남도여수교육지원청
부용고등학교,high,2003,public,경기도,경기도의정부교육지원청
풍호초등학교,elmentary,2003,public,경상남도,경상남도창원교육지원청
대구중앙초등학교,elmentary,2003,public,대구광역시,대구광역시동부교육지원청
진접중학교,middle,2003,public,경기도,경기도구리남양주교육지원청
서원고등학교,high,2003,public,경기도,경기도용인교육지원청
능동중학교,middle,2003,public,경상남도,경상남도김해교육지원청
인천목향초등학교,elmentary,2003,public,인천광역시,인천광역시서부교육지원청
대구동호초등학교,elmentary,2003,public,대구광역시,대구광역시동부교육지원청
광양용강초등학교,elmentary,2003,public,전라남도,전라남도광양교육지원청
새말초등학교,elmentary,2003,public,경기도,경기도의정부교육지원청
유강중학교,middle,2003,public,경상북도,경상북도포항교육지원청
이우중학교,middle,2003,private,경기도,경기도성남교육지원청
수원금곡초등학교,elmentary,2003,public,경기도,경기도수원교육지원청
대청중학교,middle,2003,public,부산광역시,부산광역시해운대교육지원청
이현초등학교,elmentary,2003,public,경기도,경기도용인교육지원청
대반초등학교,elmentary,2003,public,광주광역시,광주광역시서부교육지원청
정천중학교,middle,2003,public,경기도,경기도수원교육지원청
누원고등학교,high,2003,public,서울특별시,서울특별시북부교육지원청
상우고등학교,high,2003,private,경기도,경기도의정부교육지원청
방산고등학교,high,2003,public,서울특별시,서울특별시강동송파교육지원청
명진초등학교,elmentary,2003,public,부산광역시,부산광역시북부교육지원청
김해삼계중학교,middle,2003,public,경상남도,경상남도김해교육지원청
의정부호원초등학교,elmentary,2003,public,경기도,경기도의정부교육지원청
서울봉현초등학교,elmentary,2003,public,서울특별시,서울특별시동작관악교육지원청
학현초등학교,elmentary,2003,public,경기도,경기도안산교육지원청
서울광진초등학교,elmentary,2003,public,서울특별시,서울특별시성동광진교육지원청
서경중학교,middle,2003,public,충청북도,충청북도청주교육지원청
온산초등학교,elmentary,2003,public,울산광역시,울산광역시강남교육지원청
탄금중학교,middle,2003,public,충청북도,충청북도충주교육지원청
포항이동중학교,middle,2003,public,경상북도,경상북도포항교육지원청
동삭초등학교,elmentary,2003,public,경기도,경기도평택교육지원청
서울금동초등학교,elmentary,2003,public,서울특별시,서울특별시남부교육지원청
반여고등학교,high,2003,public,부산광역시,부산광역시해운대교육지원청
인천신월초등학교,elmentary,2003,public,인천광역시,인천광역시동부교육지원청
시흥고등학교,high,2003,public,경기도,경기도시흥교육지원청
화암중학교,middle,2003,public,울산광역시,울산광역시강북교육지원청
분포고등학교,high,2003,public,부산광역시,부산광역시남부교육지원청
공동체비전고등학교,high,2003,private,충청남도,충청남도서천교육지원청
검바위초등학교,elmentary,2003,public,경기도,경기도시흥교육지원청
망포중학교,middle,2003,public,경기도,경기도수원교육지원청
곡반중학교,middle,2003,public,경기도,경기도수원교육지원청
창원신월고등학교,high,2003,public,경상남도,경상남도창원교육지원청
내토중학교,middle,2003,public,충청북도,충청북도제천교육지원청
이우고등학교,high,2003,private,경기도,경기도성남교육지원청
성곡중학교,middle,2003,public,대구광역시,대구광역시남부교육지원청
목포미항초등학교,elmentary,2003,public,전라남도,전라남도목포교육지원청
학남고등학교,high,2003,public,대구광역시,대구광역시서부교육지원청
가림고등학교,high,2003,public,인천광역시,인천광역시서부교육지원청
대전노은고등학교,high,2003,public,대전광역시,대전광역시서부교육지원청
동아공업고등학교,high,2003,private,부산광역시,부산광역시서부교육지원청
칠보중학교,middle,2003,public,경기도,경기도수원교육지원청
선일중학교,middle,2003,public,경기도,경기도안산교육지원청
대구장동초등학교,elmentary,2003,public,대구광역시,대구광역시남부교육지원청
늘푸른초등학교,elmentary,2003,public,경기도,경기도성남교육지원청
안산진흥초등학교,elmentary,2003,public,경기도,경기도안산교육지원청
부천일신초등학교,elmentary,2003,public,경기도,경기도부천교육지원청
양산남부고등학교,high,2003,public,경상남도,경상남도양산교육지원청
사동중학교,middle,2003,public,경상북도,경상북도경산교육지원청
익산궁동초등학교,elmentary,2003,public,전라북도,전라북도익산교육지원청
정읍초등학교,elmentary,2003,public,전라북도,전라북도정읍교육지원청
안동강남초등학교,elmentary,2003,public,경상북도,경상북도안동교육지원청
이화중학교,middle,2003,public,울산광역시,울산광역시강북교육지원청
문우초등학교,elmentary,2003,public,광주광역시,광주광역시동부교육지원청
광양칠성초등학교,elmentary,2003,public,전라남도,전라남도광양교육지원청
금명중학교,middle,2003,public,부산광역시,부산광역시북부교육지원청
달구벌고등학교,high,2003,private,대구광역시,대구광역시동부교육지원청
운천고등학교,high,2003,public,경기도,경기도화성오산교육지원청
안골포중학교,middle,2003,public,경상남도,경상남도창원교육지원청
학사초등학교,elmentary,2003,public,부산광역시,부산광역시북부교육지원청
당정초등학교,elmentary,2003,public,경기도,경기도군포의왕교육지원청
운리초등학교,elmentary,2003,public,광주광역시,광주광역시서부교육지원청
삼각산중학교,middle,2003,public,서울특별시,서울특별시성북강북교육지원청
마산중앙초등학교,elmentary,2003,public,경상남도,경상남도창원교육지원청
석동초등학교,elmentary,2003,public,경상남도,경상남도창원교육지원청
대전수미초등학교,elmentary,2003,public,대전광역시,대전광역시서부교육지원청
고양한내초등학교,elmentary,2003,public,경기도,경기도고양교육지원청
웅상여자중학교,middle,2003,public,경상남도,경상남도양산교육지원청
거제중앙초등학교,elmentary,2003,public,경상남도,경상남도거제교육지원청
주약초등학교,elmentary,2003,public,경상남도,경상남도진주교육지원청
명촌초등학교,elmentary,2003,public,울산광역시,울산광역시강북교육지원청
천안오성중학교,middle,2003,public,충청남도,충청남도천안교육지원청
울산애니원고등학교,high,2003,public,울산광역시,울산광역시강북교육지원청
당동초등학교,elmentary,2003,public,경기도,경기도군포의왕교육지원청
첨단초등학교,elmentary,2003,public,광주광역시,광주광역시서부교육지원청
고산중학교,middle,2003,public,대구광역시,대구광역시동부교육지원청
창원봉림고등학교,high,2003,public,경상남도,경상남도창원교육지원청
전주서곡중학교,middle,2003,public,전라북도,전라북도전주교육지원청
인지중학교,middle,2003,public,부산광역시,부산광역시해운대교육지원청
천안성성중학교,middle,2003,public,충청남도,충청남도천안교육지원청
목포서해초등학교,elmentary,2003,public,전라남도,전라남도목포교육지원청
