id,sq1,sq2,sq3,q1_1,q1_2_1,q1_2_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_8_a,q1_9,q1_9_a,q1_9_1_1,q1_9_1_2,q1_9_1_a,q1_10,q1_11,q1_12_1,q1_12_2,q1_12_3,q1_12_4,q1_12_5,q1_12_6,q1_12_7,q1_12_8,q1_12_9,q1_12_10,q1_13_1,q1_13_2,q1_13_3,q1_13_4,q1_13_5,q1_13_6,q1_13_7,q1_13_8,q1_13_9,q1_14_1,q1_14_2,q1_14_3,q1_14_4,q1_14_5,q1_14_6,q1_15,q1_15_a,q1_16,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_3,q2_3_4,q2_3_5,q2_3_6,q2_4_1,q2_4_2,q2_4_3,q2_4_4,q2_5,q2_6,q2_7,q2_8,q3_1_1,q3_1_2,q3_1_3,q3_1_4,q3_1_5,q3_2,q3_3,q3_4,q3_4_a,q4_1,q4_2,q4_3,q4_4_1,q4_4_2,q4_4_3,q4_4_4,q4_4_5,q4_4_6,q4_4_7,q4_4_8,q4_4_9,q4_4_10,q4_4_11,q4_5_1_1,q4_5_2_1,q4_5_1_2,q4_5_2_2,q4_5_1_3,q4_5_2_3,q4_5_1_4,q4_5_2_4,q4_5_1_5,q4_5_2_5,q4_5_1_6,q4_5_2_6,q4_5_1_7,q4_5_2_7,q4_5_1_8,q4_5_2_8,q4_5_1_9,q4_5_2_9,q4_5_1_10,q4_5_2_10,q4_5_1_11,q4_5_2_11,q4_6_1,q4_6_2,q4_6_a,sq4,sq5,sq6,sq6_a,sq7,sq8,sq9,sq10,sq11,sq12
12,1,9,44,1,2003,12,2,2,2,4,1,1,2,3,-1,-1,-1, ,3,4,1,1,1,4,5,2,1,5,5,4,5,5,5,1,2,2,4,4,2,4,4,4,3,5,4,2, ,4,1,3,4,4,4,3,3,3,3,3,3,3,3,3,2,1,5,3,5,3,3,3,3,2,7000,2,2,3,0,0,0,1,1,0,0,0,0,0, ,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,3,2,3,2,3,2,3,4,14, ,5,2,2, ,2,6,1,5,5,3
13,1,9,27,1,2018,12,4,3,2,3,2,2,-1,1,1,-1,-1, ,1,1,3,3,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,8, ,1,1,3,4,3,3,4,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,3,2,7000,2,2,3,0,0,0,1,1,0,0,0,0,0, ,1,2,1,2,2,3,2,3,2,3,2,3,1,3,1,3,1,3,2,3,2,3,4,6, ,4,2,5, ,2,6,2,4,4,4
14,1,9,35,1,2015,2,3,2,2,3,3,2,-1,1,1,-1,-1, ,1,1,2,3,3,4,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,4,4,3,2,3,3,8, ,1,1,3,4,4,3,3,4,4,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,2,5000,3,3,2,0,1,1,0,0,0,0,0,0,0, ,1,2,1,2,1,3,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,10, ,5,2,3, ,4,5,1,4,4,4
15,1,16,38,1,2016,2,2,2,2,3,2,1,1,3,-1,-1,-1, ,3,2,4,4,4,3,3,4,4,3,4,4,5,5,4,4,5,4,4,5,4,3,3,4,4,3,4,8, ,5,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,5,3,3,3,3,3,3,2,6000,3,3,2,1,1,0,0,1,0,0,0,0,0, ,1,2,1,2,1,3,2,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,3,10, ,5,2,7, ,4,5,1,4,4,5
16,1,16,36,1,2013,10,3,1,2,4,2,1,2,2,-1,5,9, ,2,2,4,4,3,3,4,4,3,3,4,4,3,3,4,3,2,2,3,3,4,5,3,4,4,3,4,8, ,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,2,7000,3,3,2,1,1,0,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,5,6, ,6,2,3, ,4,3,1,5,5,5
17,2,16,41,1,2010,11,2,2,2,3,2,1,1,2,-1,5,14, ,2,2,5,5,5,5,5,5,2,3,5,5,5,5,2,4,1,1,4,4,4,4,5,5,4,2,5,8, ,1,1,2,3,3,3,3,3,3,3,3,2,5,3,3,3,2,4,4,4,4,4,3,3,2,7000,4,4,2,1,1,0,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,9,11, ,6,2,2, ,4,3,1,5,7,3
18,1,16,35,1,2010,5,3,2,2,4,2,1,1,2,-1,5,10, ,2,2,4,3,4,4,4,4,3,3,4,4,5,4,3,4,5,4,4,2,4,3,3,4,4,3,4,8, ,5,1,3,4,3,4,4,4,4,3,3,4,4,3,2,2,1,5,3,4,4,4,3,3,2,6000,3,3,1,1,1,0,1,0,0,0,0,0,0, ,1,2,1,2,1,3,1,3,2,3,2,3,1,3,1,3,1,3,2,3,2,3,1,2, ,5,2,5, ,4,5,1,4,4,4
19,1,16,37,1,2010,6,3,1,2,4,2,1,2,2,-1,17,6, ,2,2,4,3,3,4,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,8, ,2,1,3,4,4,3,3,4,4,3,3,3,3,3,3,3,1,4,4,3,4,3,3,3,2,5000,3,3,1,1,0,0,0,1,0,1,0,0,0, ,1,2,1,2,1,3,1,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,11,4, ,4,2,4, ,4,5,1,3,4,5
20,2,16,41,1,2010,5,3,3,2,4,1,1,3,2,-1,14,10, ,3,3,5,5,5,5,5,3,3,4,5,5,5,5,5,1,1,5,5,5,2,2,5,5,2,2,5,8, ,5,1,3,3,3,3,3,3,3,5,5,5,5,3,2,2,3,4,4,5,5,5,3,4,1,-1,3,3,2,0,1,0,0,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,3,2,3,1,2,1,1,1,2,1,1,1,2,6,13, ,6,1,3, ,4,3,1,5,8,4
21,2,16,37,1,2006,11,3,2,2,4,3,1,2,2,-1,7,9, ,2,2,4,3,3,4,4,3,3,3,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,8, ,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,4,4,4,4,4,3,3,2,7000,3,3,2,1,1,0,0,0,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,11,2, ,5,2,-1, ,-1,-1,1,1,5,4
22,2,16,40,1,2013,12,2,3,2,4,2,1,2,2,-1,8,4, ,2,2,4,3,2,3,4,3,3,4,3,4,3,4,4,4,3,3,4,4,4,3,3,4,4,3,4,2, ,3,1,3,4,3,2,3,4,4,3,3,3,3,2,3,3,1,4,4,4,4,4,3,3,2,6000,3,3,2,0,0,1,1,0,0,0,0,0,0, ,1,1,1,1,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,3,1,3,4,2, ,6,2,4, ,4,5,2,3,6,4
23,2,16,40,1,2010,10,3,2,2,5,1,1,2,2,-1,7,8, ,3,3,4,5,5,3,3,5,5,5,5,5,5,5,5,1,3,3,5,5,5,4,5,5,4,2,5,6, ,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,7000,4,3,2,1,0,1,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,3,1,3,1,3,1,3,3,6, ,6,1,1, ,1,4,1,4,4,2
24,2,16,37,1,2012,5,2,2,2,3,2,1,2,2,-1,15,9, ,2,2,4,4,3,3,4,4,3,4,4,4,4,4,5,4,1,1,2,4,3,4,4,2,3,5,5,8, ,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,5,2,4,2,5,3,3,2,5000,4,4,1,1,1,0,0,1,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,12,8, ,6,2,-1, ,-1,-1,1,1,5,4
25,2,16,32,1,2016,5,2,1,2,4,2,1,2,2,-1,6,7, ,2,2,4,4,4,3,3,4,3,4,4,4,5,5,5,3,1,1,5,5,5,5,5,5,5,2,3,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,4,5,4,4,4,3,3,2,8000,3,3,2,1,1,0,0,0,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,4,10, ,6,2,-1, ,-1,-1,1,1,6,4
26,1,16,36,1,2012,5,3,2,2,4,2,1,2,2,-1,5,14, ,2,2,3,4,4,4,3,3,4,4,3,4,4,5,4,3,4,4,4,4,4,4,3,3,4,3,3,8, ,3,1,3,4,4,3,3,4,4,3,2,3,3,3,2,2,3,4,5,5,4,4,3,3,2,6000,3,3,1,1,0,0,1,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,11,8, ,6,2,3, ,4,3,1,5,5,3
27,1,16,41,1,2014,9,2,2,2,4,2,1,2,2,-1,6,17, ,2,2,4,3,3,4,3,2,4,3,3,3,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,8, ,2,1,3,4,4,3,3,4,4,4,4,3,4,2,2,2,2,5,4,4,5,4,3,3,2,7000,3,3,1,0,0,1,1,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,2,3,1,3,2,3,2,3,2,3,2,3,1,9, ,5,2,4, ,4,3,1,5,5,4
28,2,11,42,1,2009,10,3,2,2,4,2,1,1,2,-1,1,9, ,2,2,4,4,4,4,4,4,3,3,2,3,4,4,4,3,3,2,4,5,3,4,5,4,3,3,4,8, ,5,1,2,4,4,4,4,3,3,3,4,4,4,2,3,3,3,3,5,5,4,4,3,3,2,5000,4,3,2,1,0,0,1,1,0,1,0,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,11,2, ,6,2,3, ,4,4,1,5,9,4
29,2,11,36,1,2010,8,3,2,2,3,2,1,1,2,-1,9,5, ,2,2,4,4,4,4,3,4,2,3,4,4,4,5,3,2,4,2,4,4,3,4,4,4,3,4,4,8, ,5,1,3,4,2,3,4,3,4,3,3,3,3,3,3,2,4,5,4,4,5,4,3,3,2,5000,4,3,2,1,1,1,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,1,1,1,2,3,2, ,5,2,5, ,5,5,2,3,6,4
30,2,11,44,1,1999,5,4,3,2,3,2,1,2,2,-1,14,9, ,2,2,4,4,4,4,3,5,3,3,1,3,3,4,3,3,2,1,2,2,3,2,4,4,3,3,5,8, ,5,1,3,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,2,4000,2,3,3,0,0,0,0,1,0,0,0,0,0, ,1,2,1,2,2,3,2,3,2,3,1,2,2,3,1,2,1,2,1,2,1,2,10,12, ,5,2,4, ,2,6,1,5,8,3
31,2,11,29,1,2018,9,2,2,2,5,3,2,-1,3,-1,-1,-1, ,1,1,4,4,3,2,2,2,3,2,4,3,5,4,3,2,3,3,3,4,4,3,4,4,4,2,4,2, ,4,1,3,5,5,5,5,3,5,2,4,4,4,2,3,3,5,5,5,5,5,5,4,4,2,3000,4,3,2,0,1,0,0,0,0,0,0,0,0, ,1,3,1,3,2,3,2,3,2,3,1,3,2,3,1,3,2,3,2,3,1,3,15,13, ,6,1,1, ,2,6,1,6,11,3
32,2,11,30,1,2011,9,1,4,2,3,3,1,2,2,-1,9,17, ,2,2,3,4,3,3,4,3,4,2,4,4,5,4,2,2,3,1,2,4,2,3,5,5,3,2,5,8, ,4,1,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,3,4,3,5,3,3,2,20000,4,4,2,1,1,1,0,0,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,3,1,1,1,3,12,9, ,6,1,1, ,1,6,1,7,12,2
33,1,11,42,1,2010,6,3,3,2,4,2,1,1,2,-1,17,9, ,2,2,5,4,4,5,5,4,3,4,4,4,5,5,5,4,3,2,4,5,5,4,4,4,4,2,4,8, ,5,1,3,4,4,4,2,1,3,3,3,3,3,1,2,2,5,5,3,5,3,5,3,3,2,7000,4,3,2,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,1,1,1,2,12,2, ,4,2,5, ,2,6,1,7,7,2
34,2,11,38,1,2010,10,1,2,2,4,2,1,2,2,-1,5,9, ,3,3,5,5,5,4,4,5,3,2,5,5,5,5,2,2,1,1,1,4,2,4,5,5,4,2,5,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,5,3,3,3,4,3,4,2,10000,4,4,1,0,0,0,0,1,1,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,2,12,7, ,6,2,-1, ,-1,-1,2,1,5,3
35,2,11,39,1,2005,10,4,3,2,5,2,1,2,2,-1,10,5, ,2,2,5,1,4,5,5,5,1,2,2,2,5,4,1,5,1,1,1,1,1,2,5,5,1,4,5,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,4,4,5,5,5,4,4,1,-1,4,4,1,0,1,1,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,13,9, ,6,1,-1, ,-1,-1,1,1,9,3
36,2,11,36,1,2010,11,3,1,2,4,1,1,2,2,-1,4,6, ,2,2,5,5,5,5,5,5,2,2,3,3,5,5,5,3,2,1,4,5,3,4,5,5,3,2,5,8, ,5,1,2,4,4,5,4,4,3,4,5,4,5,4,3,3,3,4,4,5,4,4,3,4,2,6000,4,4,2,0,0,0,1,1,0,1,0,0,0, ,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,6,11, ,6,2,2, ,4,2,2,4,9,5
37,1,11,28,1,2018,12,4,4,2,5,2,2,-1,3,-1,-1,-1, ,1,2,5,5,5,5,4,3,2,4,5,4,3,3,3,2,2,2,4,4,3,4,4,4,4,4,4,8, ,4,1,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,5,3,5,3,4,3,4,2,7000,3,3,2,1,0,0,1,1,1,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,9,6, ,6,2,3, ,4,1,3,4,7,4
38,1,11,33,1,2017,9,3,3,2,4,2,1,1,2,-1,17,99, ,2,2,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,4,8, ,4,1,3,5,5,5,5,4,4,2,2,2,3,2,3,3,2,5,4,3,4,4,3,4,2,4000,3,3,2,1,0,0,1,1,0,0,0,0,0, ,1,1,1,2,1,2,1,2,2,3,1,2,1,2,1,2,1,2,1,2,1,2,3,4, ,6,2,3, ,4,4,2,4,4,3
39,1,11,35,1,2013,5,4,1,2,4,1,1,1,3,-1,-1,-1, ,2,3,5,5,5,5,5,4,2,4,5,5,5,5,5,2,1,1,3,4,1,2,5,5,4,4,4,8, ,4,1,3,3,2,1,4,3,3,1,1,1,1,3,2,2,1,5,3,4,1,4,3,4,2,7000,4,3,1,1,1,1,1,1,1,1,1,0,0, ,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,13,12, ,4,2,7, ,2,6,2,4,6,4
40,1,11,34,1,2014,3,3,2,2,4,2,1,2,2,-1,1,10, ,2,2,4,4,4,5,5,4,1,3,5,5,4,4,4,2,2,2,3,4,2,2,5,4,4,4,4,8, ,4,1,3,3,3,3,4,3,3,2,2,2,2,3,2,2,1,5,3,4,2,4,3,4,2,6000,1,3,2,1,0,1,1,0,1,1,1,0,0, ,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,12,13, ,6,2,3, ,4,5,2,4,6,4
41,1,11,42,1,2000,5,3,3,2,3,1,1,2,2,-1,17,99, ,2,2,5,5,5,5,4,4,2,4,3,5,5,4,4,4,4,4,4,5,3,4,4,4,4,4,4,8, ,3,1,3,4,2,3,3,4,3,3,2,1,2,3,2,2,2,4,3,5,4,4,3,3,2,5000,3,3,2,0,0,0,1,0,1,1,0,0,0, ,1,1,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,1,2,1,2,12,6, ,6,1,3, ,4,5,1,5,5,4
42,1,11,43,1,2012,6,2,2,2,4,1,1,1,2,-1,9,5, ,2,2,5,4,4,5,4,3,2,3,4,5,5,5,3,4,2,3,4,5,4,4,4,4,3,5,4,8, ,4,1,2,5,5,4,4,4,4,4,4,5,5,4,2,2,1,5,5,4,4,4,3,4,2,5000,3,4,2,0,1,1,1,0,0,1,1,0,0, ,1,1,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,1,1,1,2,6,2, ,7,2,3, ,4,3,1,7,8,4
43,1,11,29,1,2019,2,4,3,2,3,3,2,-1,3,-1,-1,-1, ,2,2,5,5,5,4,4,5,2,5,5,4,4,4,4,1,3,3,4,4,3,4,4,4,3,4,4,8, ,2,1,2,3,3,3,3,2,2,3,2,2,1,3,2,2,3,5,3,3,3,4,3,3,2,4000,3,4,2,1,1,1,1,0,1,1,1,0,0, ,1,3,1,3,1,3,1,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,10, ,4,2,8, ,4,4,3,4,5,4
44,1,11,36,1,2016,10,3,3,1,5,2,1,2,2,-1,17,99, ,2,3,4,4,5,5,5,4,3,4,4,4,5,5,4,4,4,4,2,5,4,4,4,4,4,3,4,8, ,2,1,3,3,2,3,3,3,3,1,1,1,1,1,3,3,3,5,4,4,4,5,3,3,2,5000,4,3,2,1,1,0,1,0,1,1,1,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,10,5, ,5,2,7, ,4,5,2,6,5,4
45,2,10,43,1,2002,11,4,3,2,4,2,1,2,2,-1,14,5, ,1,1,5,3,5,3,5,5,2,3,5,4,4,4,2,2,1,2,1,2,2,2,5,5,3,2,5,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,4,3,3,4,5,3,3,1,-1,3,3,3,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,13,3, ,6,2,-1, ,-1,-1,1,1,9,3
46,2,10,38,1,2014,2,3,2,2,4,2,1,1,2,-1,5,14, ,2,2,5,5,5,5,5,4,3,5,5,5,5,5,3,2,1,1,1,1,1,3,5,5,4,1,5,2, ,4,1,3,5,5,4,5,5,3,3,2,3,3,3,3,2,3,5,4,5,5,5,3,3,2,5000,4,3,2,1,0,0,1,0,1,0,1,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,7,9, ,4,2,3, ,4,4,1,4,7,3
47,2,10,34,1,2007,5,3,4,2,3,1,1,3,2,-1,5,10, ,3,2,5,5,4,4,4,4,3,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,3,4,5,8, ,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,5,3,5,4,4,3,3,1,-1,4,4,1,1,0,0,0,1,0,0,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,1,2,3,1,3,1,3,13,14, ,5,2,-1, ,-1,-1,1,1,6,2
48,2,10,41,1,2004,6,4,1,2,3,2,1,3,2,-1,14,5, ,3,3,3,3,4,3,4,4,3,4,4,4,5,4,4,2,1,2,4,3,4,3,3,4,4,3,4,2, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,4,4,4,2,4,3,3,2,10000,4,4,1,1,1,0,1,0,0,0,1,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,4,13, ,5,2,-1, ,-1,-1,1,1,6,4
49,2,10,35,1,2016,4,1,2,2,3,1,1,2,2,-1,5,10, ,2,3,3,4,4,4,4,4,3,4,4,4,5,5,2,4,4,2,4,4,3,1,5,5,4,3,4,2, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,5,5,5,5,5,3,4,2,4000,4,3,3,0,0,0,0,0,0,0,0,0,1, ,1,1,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,1,2,1,2,16,14,보육지원이나 아이돌봄서비스 이용하는 게 평등했으면 한다,6,3,-1, ,-1,-1,1,1,6,3
50,2,10,35,1,2014,2,1,1,2,4,1,1,2,1,1,-1,-1, ,3,3,4,3,4,4,5,4,1,3,4,3,4,5,4,2,2,3,4,3,3,3,4,3,4,4,5,6, ,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,5,5,5,4,4,4,3,3,2,10000,4,3,2,1,0,0,1,1,0,0,0,0,0, ,1,2,1,2,2,3,2,3,2,3,2,3,2,3,1,1,2,3,1,1,1,2,14,13, ,5,2,-1, ,-1,-1,1,1,5,4
51,2,10,43,1,2006,5,2,2,2,3,3,1,2,2,-1,5,6, ,2,2,3,4,2,3,3,4,2,4,3,3,5,3,1,1,1,1,2,2,2,4,5,3,3,2,5,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,4,3,4,4,3,3,2,10000,4,3,1,1,1,1,1,0,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,6,14, ,4,2,-1, ,-1,-1,1,1,6,5
52,2,10,31,1,2016,10,3,3,2,4,3,1,1,2,-1,17,6, ,1,0,5,5,5,4,5,5,3,3,5,5,3,4,1,5,1,1,1,1,1,1,5,5,5,3,5,8, ,5,1,3,3,3,5,2,3,3,2,5,3,5,2,3,3,3,3,4,3,2,3,3,2,2,5000,4,4,1,0,1,1,0,0,0,1,0,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,11,9, ,6,1,2, ,4,4,1,7,10,3
53,1,10,37,1,2013,11,2,1,2,4,2,1,1,1,1,-1,-1, ,2,2,4,5,5,4,4,3,4,5,4,4,4,4,5,4,3,4,5,4,4,2,4,4,5,4,4,8, ,4,1,3,4,3,4,4,4,4,4,3,3,4,3,1,3,2,4,2,4,5,4,3,3,2,5000,3,3,3,0,1,1,1,1,0,0,0,0,0, ,1,2,1,2,2,3,2,3,2,3,2,3,1,2,1,1,1,2,1,2,1,2,13,9, ,6,2,2, ,4,4,1,4,6,4
54,1,10,33,1,2017,5,3,2,2,5,1,1,1,1,1,-1,-1, ,2,2,4,5,4,4,3,3,3,4,4,4,4,5,4,3,3,4,4,4,4,2,4,4,4,5,4,3, ,4,1,3,4,3,5,4,4,4,4,3,4,4,3,2,2,2,5,5,5,5,5,4,3,2,4000,4,4,1,0,1,0,0,1,0,0,0,0,0, ,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,13,9, ,6,1,3, ,4,4,2,4,4,3
55,1,10,44,1,2009,5,3,1,2,3,2,1,2,2,-1,5,14, ,5,5,4,5,5,5,4,4,4,5,5,5,5,3,4,2,3,4,4,4,4,4,4,4,4,4,4,8, ,3,1,3,4,3,4,4,3,4,4,4,4,2,3,2,2,2,3,2,4,3,3,3,3,1,-1,4,4,2,1,1,0,1,1,0,0,0,0,0, ,1,2,1,2,2,3,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,1,9,14, ,4,2,4, ,4,4,1,5,7,4
56,1,10,30,1,2017,1,4,4,2,3,2,2,-1,1,2,-1,-1, ,2,3,4,5,4,4,4,4,3,4,5,5,5,4,5,2,3,3,4,4,3,3,4,4,4,2,4,8, ,2,1,3,4,3,3,3,3,3,3,3,3,3,4,2,2,2,5,4,3,3,4,3,4,2,5000,3,3,2,0,1,1,1,1,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,14,9, ,6,2,3, ,4,1,2,5,7,4
57,1,10,36,1,2014,10,2,1,2,5,2,1,1,2,-1,9,10, ,1,1,5,5,4,3,5,5,2,4,4,4,4,5,2,2,1,2,3,4,2,2,5,5,4,3,2,2, ,5,1,3,4,4,4,4,3,4,3,3,3,2,2,3,3,3,4,2,4,3,5,3,3,2,10000,3,3,2,0,1,0,0,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,9,11, ,6,2,2, ,1,6,1,6,6,4
58,1,10,36,1,2012,1,3,2,1,3,1,1,1,3,-1,-1,-1, ,3,3,4,4,2,4,2,3,2,3,3,3,4,3,4,1,2,2,4,4,2,4,2,2,2,2,2,6, ,6,1,2,3,3,3,4,4,3,1,5,5,1,3,2,2,1,4,3,4,3,3,3,3,2,5000,3,3,2,0,1,0,0,1,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,12,7, ,4,3,5, ,3,6,1,1,1,4
59,1,10,38,1,2015,10,1,1,1,5,1,1,2,2,-1,6,5, ,3,3,4,5,4,4,4,4,3,4,4,4,4,4,4,2,2,4,5,4,4,3,3,2,3,4,4,6, ,4,1,3,4,4,5,5,4,4,4,3,4,4,2,2,2,4,5,2,5,5,4,3,3,2,6000,3,3,2,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,2,3,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,1,13,10, ,5,1,4, ,1,6,2,5,5,3
60,1,10,40,1,2010,1,4,1,2,4,1,1,2,2,-1,5,1, ,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,4,4,3,3,4,4,4,2,3,2, ,2,1,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,4,4,4,4,4,3,3,2,10000,3,3,3,0,0,1,1,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,6,14, ,6,3,3, ,4,1,1,5,5,4
61,1,10,41,1,2010,10,3,2,2,3,1,1,1,2,-1,6,5, ,2,3,4,4,5,4,4,3,3,4,4,4,4,5,4,4,3,4,3,5,4,3,4,4,4,4,4,6, ,4,1,3,4,4,5,4,4,4,4,3,4,4,2,2,2,2,4,2,4,5,4,3,3,1,-1,3,3,2,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,2,3,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,1,5,10, ,6,2,3, ,4,4,2,6,6,3
62,1,10,37,1,2011,11,4,2,2,3,1,1,1,2,-1,5,6, ,3,3,4,4,5,4,4,3,3,4,4,4,4,5,4,3,3,4,5,4,4,2,4,4,3,4,4,6, ,4,1,3,4,4,5,4,4,4,4,3,4,4,2,2,2,2,4,2,4,5,4,3,3,2,10000,3,3,2,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,2,3,2,3,2,3,2,3,1,2,1,1,1,2,1,1,1,1,10,5, ,6,2,2, ,1,6,1,6,6,2
63,2,10,33,1,2017,4,1,1,2,4,1,1,1,2,-1,6,5, ,2,2,4,4,5,4,3,4,5,4,3,4,5,5,2,2,2,5,2,3,2,2,5,4,3,2,3,2, ,4,1,2,4,4,3,4,4,3,3,4,5,4,4,3,3,3,4,4,4,4,4,3,3,2,10000,4,4,1,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,12,9, ,6,1,2, ,4,4,1,5,8,3
