id,sq1,sq2,sq3,q1_1,q1_2_1,q1_2_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_8_a,q1_9,q1_9_a,q1_9_1_1,q1_9_1_2,q1_9_1_a,q1_10,q1_11,q1_12_1,q1_12_2,q1_12_3,q1_12_4,q1_12_5,q1_12_6,q1_12_7,q1_12_8,q1_12_9,q1_12_10,q1_13_1,q1_13_2,q1_13_3,q1_13_4,q1_13_5,q1_13_6,q1_13_7,q1_13_8,q1_13_9,q1_14_1,q1_14_2,q1_14_3,q1_14_4,q1_14_5,q1_14_6,q1_15,q1_15_a,q1_16,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_3,q2_3_4,q2_3_5,q2_3_6,q2_4_1,q2_4_2,q2_4_3,q2_4_4,q2_5,q2_6,q2_7,q2_8,q3_1_1,q3_1_2,q3_1_3,q3_1_4,q3_1_5,q3_2,q3_3,q3_4,q3_4_a,q4_1,q4_2,q4_3,q4_4_1,q4_4_2,q4_4_3,q4_4_4,q4_4_5,q4_4_6,q4_4_7,q4_4_8,q4_4_9,q4_4_10,q4_4_11,q4_5_1_1,q4_5_2_1,q4_5_1_2,q4_5_2_2,q4_5_1_3,q4_5_2_3,q4_5_1_4,q4_5_2_4,q4_5_1_5,q4_5_2_5,q4_5_1_6,q4_5_2_6,q4_5_1_7,q4_5_2_7,q4_5_1_8,q4_5_2_8,q4_5_1_9,q4_5_2_9,q4_5_1_10,q4_5_2_10,q4_5_1_11,q4_5_2_11,q4_6_1,q4_6_2,q4_6_a,sq4,sq5,sq6,sq6_a,sq7,sq8,sq9,sq10,sq11,sq12
64,2,10,42,1,2011,5,3,3,2,4,2,1,1,2,-1,14,5, ,2,2,3,3,3,5,5,5,4,3,4,4,5,4,4,3,1,1,3,4,3,3,4,4,3,4,4,2, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,4,4,4,2,3,3,3,2,5000,4,4,2,1,0,0,0,0,0,0,0,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,5,7, ,6,1,-1, ,-1,-1,1,1,6,4
65,2,10,27,1,2017,10,1,2,2,4,2,1,1,2,-1,17,9, ,1,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,4,1,3,5,5,5,5,5,5,5,5,5,5,4,3,3,3,5,5,5,4,4,3,4,1,-1,4,4,1,0,1,0,0,0,1,0,0,0,0, ,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2, ,6,1,2, ,4,1,1,4,8,3
66,1,10,40,1,2010,10,3,2,2,3,1,1,2,2,-1,14,1, ,2,3,4,3,4,4,4,4,3,3,4,4,4,4,5,4,5,4,4,4,4,3,5,5,3,2,4,6, ,3,1,3,3,4,4,4,3,4,3,3,2,3,3,3,3,1,4,4,5,5,5,3,3,2,5000,4,3,2,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,2,3,2,3,2,3,2,3,1,1,1,1,1,2,1,1,2,3,12,9, ,6,2,5, ,2,6,2,4,6,3
67,1,10,41,1,2013,5,2,2,2,3,1,1,2,2,-1,6,8, ,2,2,4,5,4,3,4,4,3,4,4,4,5,5,2,2,1,4,2,3,4,1,4,5,3,3,4,6, ,4,1,2,4,4,4,3,4,4,3,5,3,4,4,3,3,3,5,4,4,4,4,3,3,2,5000,3,3,2,0,1,1,1,0,0,1,0,0,0, ,1,1,1,1,2,3,2,3,2,3,1,1,1,2,1,1,1,2,1,2,1,1,3,7, ,5,2,4, ,4,6,1,5,7,3
68,2,10,30,1,2018,6,3,2,2,4,2,2,-1,1,1,-1,-1, ,2,2,3,4,4,4,4,4,3,4,5,4,4,4,5,5,5,5,3,4,3,2,5,5,4,3,4,8, ,4,1,2,4,4,2,3,3,3,2,2,2,5,1,2,3,4,5,4,4,4,5,3,4,1,-1,4,4,1,1,1,1,1,1,1,1,0,0,0, ,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,12,15, ,6,2,4, ,5,2,2,3,6,4
69,2,10,32,1,2015,6,2,1,2,3,2,1,2,2,-1,5,7, ,3,3,5,5,5,5,5,4,1,1,5,5,5,4,3,3,1,1,2,3,3,1,5,5,4,1,5,8, ,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,4,3,4,4,4,3,3,2,10000,4,4,2,0,0,1,1,1,1,0,0,0,0, ,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,3,4, ,5,1,-1, ,-1,-1,1,1,5,4
70,2,10,40,1,2003,11,2,2,2,4,2,1,2,2,-1,14,5, ,0,2,4,3,4,4,5,5,1,3,3,3,4,5,3,1,1,3,3,3,3,3,3,3,3,3,3,8, ,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,4,4,5,4,4,3,3,1,-1,3,3,3,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,4,3, ,5,1,-1, ,-1,-1,1,1,5,1
71,2,10,37,1,2013,11,2,1,2,3,2,1,1,2,-1,8,5, ,1,1,5,5,5,4,5,5,2,4,4,5,5,5,1,4,2,3,4,4,4,2,4,5,4,4,4,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,5,2,5,4,5,3,3,2,10000,4,3,1,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,7,3, ,6,2,-1, ,-1,-1,1,1,5,2
72,1,10,42,1,2009,7,3,2,2,3,2,2,-1,2,-1,14,3, ,0,2,4,4,3,3,4,4,4,4,3,4,5,5,2,1,5,2,3,2,2,1,5,4,3,2,5,8, ,4,1,3,4,4,5,4,4,4,3,4,5,3,3,2,3,2,4,2,4,4,4,3,3,1,-1,3,3,2,0,0,1,1,1,0,1,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,12,8, ,4,2,4, ,4,6,3,4,6,4
73,2,10,33,1,2013,11,2,2,1,3,2,1,2,2,-1,5,99, ,3,3,3,3,4,3,5,4,4,3,4,4,5,4,4,2,1,2,4,3,4,3,3,3,4,3,4,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,4,4,2,3,3,3,2,6000,4,4,2,1,1,0,1,1,0,0,0,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,10,7, ,6,1,-1, ,-1,-1,1,1,6,3
74,1,10,44,1,2009,12,3,1,2,4,2,1,2,2,-1,14,5, ,3,3,5,5,4,4,3,4,5,3,4,4,5,5,2,2,1,5,2,3,2,2,4,4,3,2,4,6, ,3,1,2,4,4,4,3,3,4,3,5,4,5,4,2,2,3,4,2,4,4,4,3,3,2,10000,4,3,2,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,1,2,1,2,2,3,1,2,1,2,1,1,1,2,2,3,2,3,5,7, ,4,2,4, ,2,6,1,4,6,4
75,1,10,37,1,2012,6,3,2,2,4,2,1,2,2,-1,5,7, ,2,2,4,4,4,5,5,5,3,2,4,3,5,5,3,2,3,5,5,4,2,4,4,2,1,3,4,6, ,3,1,3,4,4,4,2,4,4,4,4,3,4,3,2,2,4,5,4,4,4,5,3,3,2,5000,4,3,2,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,1,2,1,2,2,3,2,3,2,3,1,1,1,2,1,2,1,2,13,12, ,6,1,5, ,2,6,1,4,5,3
76,1,10,44,1,2005,12,4,1,2,3,1,1,2,2,-1,6,4, ,5,3,5,5,5,4,5,5,2,3,4,4,5,5,2,4,1,3,4,4,4,2,5,4,4,5,4,6, ,4,1,2,3,2,4,3,3,4,2,2,2,2,4,2,2,3,5,3,5,5,5,4,3,2,20000,1,1,4,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,2,3,2,3,2,3,2,3,2,3,1,1,1,2,2,3,1,2,12,3, ,5,2,5, ,1,6,2,6,6,5
77,1,7,35,1,2017,11,4,1,2,2,1,1,1,2,-1,16,8, ,1,1,4,5,4,4,4,3,4,4,4,4,3,4,4,2,3,3,3,3,3,3,3,4,4,3,3,6, ,4,1,1,4,4,4,3,3,4,4,4,4,4,2,3,2,4,5,4,4,4,4,2,3,2,7000,3,5,2,0,0,0,0,0,0,0,0,0,1, ,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,6,7, ,5,2,5, ,2,6,1,4,4,4
78,1,7,39,1,2013,6,2,1,2,3,1,1,1,2,-1,6,5, ,2,2,4,5,4,3,3,3,1,3,5,3,5,5,5,1,1,3,5,4,3,4,4,4,3,1,4,8, ,4,1,3,3,3,5,3,1,5,3,1,1,1,1,2,2,1,4,4,5,5,5,3,3,1,-1,4,3,1,1,1,1,0,1,0,1,1,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,12,4, ,4,2,7, ,4,6,1,4,5,4
79,1,7,39,1,2013,6,1,1,2,3,2,1,1,2,-1,6,5, ,2,2,4,5,5,3,4,3,1,2,5,4,5,5,4,2,2,3,5,5,3,3,5,4,3,1,5,8, ,4,1,2,5,3,3,4,4,5,5,5,5,3,1,2,2,4,4,4,4,5,5,3,3,1,-1,4,3,1,1,1,1,0,1,0,1,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,1,2,3,1,2,1,2,4,12, ,5,2,5, ,2,6,1,2,5,4
80,2,7,39,1,2002,11,4,2,2,4,1,1,2,2,-1,5,9, ,2,2,5,5,5,4,3,3,3,3,5,4,5,4,4,1,1,1,3,3,3,4,5,5,2,2,5,6, ,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,5,4,4,3,5,3,4,2,8000,4,4,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,3,2,3,2,3,2,3,2,3,2,3,1,3,2,3,1,3,1,3,9,12, ,4,2,-1, ,-1,-1,1,1,5,4
81,2,7,32,1,2010,12,3,1,2,3,3,2,-1,2,-1,5,17, ,1,1,4,5,5,5,5,5,3,2,5,5,4,4,1,5,1,1,3,2,2,1,5,5,3,2,4,8, ,3,1,3,1,3,3,3,3,3,3,2,3,3,2,3,3,2,5,5,5,5,5,3,3,2,3000,4,3,1,1,1,0,1,0,1,0,1,0,0, ,1,2,1,2,1,3,2,3,2,3,1,3,2,3,1,2,1,3,1,3,1,2,6,14, ,4,2,4, ,1,6,1,3,6,4
82,2,7,32,1,2017,2,3,1,2,4,2,2,-1,2,-1,9,6, ,0,0,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,3,3,4,4,3,5,3,5,1,5,8, ,7,1,3,3,3,3,3,3,3,3,4,4,3,2,2,2,1,5,3,3,4,5,3,3,2,5000,4,4,2,0,0,0,0,0,0,0,0,0,1, ,1,3,1,3,1,3,1,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,10,5, ,4,1,3, ,4,6,3,4,6,5
83,2,7,43,1,1999,6,2,2,2,5,2,1,1,2,-1,6,5, ,2,2,5,5,5,5,5,5,2,3,4,4,5,5,3,2,2,2,2,2,2,2,5,3,2,2,4,6, ,5,1,2,4,3,3,3,3,3,2,1,2,1,3,3,3,1,4,4,5,4,5,3,3,2,6000,4,4,2,1,0,0,1,0,1,0,1,0,0, ,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,12,7, ,6,2,3, ,4,6,1,4,6,3
84,2,7,31,1,2012,3,2,1,2,3,3,1,1,2,-1,9,5, ,2,2,5,5,5,3,5,1,1,2,4,4,4,4,1,2,1,1,1,1,1,2,5,5,5,1,5,1, ,4,1,3,4,4,3,3,5,5,1,1,5,1,5,1,3,3,5,3,2,1,3,2,3,2,5000,4,3,2,0,1,1,0,0,0,0,0,0,0, ,1,2,1,2,2,3,2,3,2,3,2,3,2,3,1,1,1,3,1,3,1,2,12,3, ,4,2,5, ,4,6,6,5,10,5
85,2,7,43,1,2003,11,4,2,1,3,1,1,1,2,-1,5,3, ,2,2,4,4,4,3,3,3,2,5,3,5,5,5,4,2,3,2,2,2,3,4,5,5,4,1,3,8, ,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,4,4,5,5,3,3,2,5000,4,4,1,1,0,0,1,1,0,0,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,3,1,3,1,3,1,3,13,14, ,4,3,-1, ,-1,-1,2,1,4,3
86,1,7,32,1,2018,10,2,3,2,5,1,1,2,1,2,-1,-1, ,2,2,5,5,4,5,5,4,4,5,5,5,5,4,4,2,3,4,4,4,3,4,5,4,3,3,3,6, ,4,1,3,4,4,4,3,3,4,3,3,3,3,4,3,3,3,5,5,5,5,5,3,3,2,5000,3,3,2,1,1,0,0,0,1,1,1,0,0, ,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,2,1,3,1,3,1,2,15,4, ,5,2,7, ,4,4,2,4,4,4
87,1,7,42,1,2010,3,3,2,2,3,2,1,2,2,-1,10,5, ,2,2,5,5,4,5,4,4,3,4,4,4,4,5,4,2,3,4,4,4,4,4,5,4,3,2,3,6, ,5,1,2,4,4,4,3,3,4,3,3,3,3,4,3,3,1,4,5,4,5,5,3,3,2,7000,3,3,2,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,1,1,3,1,3,1,3,3,13, ,5,2,3, ,4,4,1,5,5,4
88,2,7,43,1,2006,10,2,2,2,3,1,1,2,2,-1,5,14, ,3,3,5,5,4,5,5,4,4,3,5,4,5,5,4,4,4,4,4,4,4,4,5,4,3,2,4,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,4,5,5,5,5,3,3,1,-1,4,3,2,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,1,3,1,3,1,3,1,3,1,3,1,1,1,3,1,3,1,3,3,13, ,5,2,-1, ,-1,-1,1,1,6,3
89,1,7,39,1,2006,12,2,1,2,3,1,1,1,2,-1,14,5, ,2,2,5,3,3,3,3,3,3,4,4,4,5,4,3,2,1,1,4,3,1,3,3,3,2,2,3,8, ,7,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,5,3,4,3,3,2,4500,4,4,2,1,1,0,1,1,0,0,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,6,9, ,6,2,5, ,2,6,3,5,5,4
90,2,15,44,1,2006,5,1,1,2,4,1,1,1,2,-1,14,13, ,2,2,5,3,3,3,5,5,1,4,3,2,5,5,5,1,1,1,2,3,3,4,4,4,1,1,3,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,5,3,5,5,5,4,4,2,6000,4,3,2,0,0,1,0,0,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,9,13, ,5,2,-1, ,-1,-1,1,1,4,4
91,2,15,39,1,2008,5,2,1,2,3,1,1,2,2,-1,10,8, ,2,2,3,1,3,3,3,3,3,3,3,3,4,5,4,3,3,3,5,5,4,4,5,5,4,4,5,6, ,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,4,4,5,4,4,2,3,2,5000,3,3,2,0,1,0,1,1,1,1,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,10,13, ,5,2,-1, ,-1,-1,1,1,5,4
92,2,15,38,1,2004,10,4,1,2,3,2,1,3,2,-1,1,5, ,3,2,4,4,5,4,4,3,2,3,5,5,4,5,3,1,1,2,4,4,3,3,4,4,3,3,4,6, ,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,5,4,4,3,4,2,2,2,5000,4,3,2,1,0,0,0,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,13,14, ,4,2,-1, ,-1,-1,1,1,4,4
93,2,15,26,1,2018,4,3,2,2,3,4,2,-1,2,-1,1,6, ,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,3,3,3,4,3,4,3,1, ,2,1,2,3,4,3,4,3,3,2,3,3,2,1,2,2,2,2,3,2,3,3,3,2,1,-1,2,3,2,0,0,0,0,1,0,1,0,0,0, ,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,11,5, ,4,2,2, ,4,3,2,5,8,3
94,1,15,31,1,2018,10,3,2,2,4,1,2,-1,1,2,-1,-1, ,2,2,5,4,4,4,4,3,3,4,4,4,5,5,5,2,3,4,4,4,4,3,4,4,3,3,3,6, ,5,1,2,3,3,4,3,3,3,3,3,3,3,3,3,3,1,5,4,4,4,4,3,3,2,5000,3,3,2,1,1,0,1,1,1,0,1,0,0, ,1,2,1,2,1,2,1,3,1,3,1,3,1,3,1,2,1,2,1,2,1,2,13,14, ,6,2,3, ,4,5,2,4,5,4
95,1,15,32,1,2018,5,3,2,2,4,1,2,-1,1,2,-1,-1, ,2,2,5,4,4,4,4,3,3,4,4,4,5,5,5,2,4,2,4,4,4,2,4,4,3,3,3,6, ,5,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,5,4,5,3,4,3,3,2,10000,3,3,2,1,0,0,1,1,1,0,0,0,0, ,1,2,1,2,1,2,2,2,2,3,2,3,1,3,1,3,1,3,2,3,1,3,6,13, ,5,2,5, ,4,4,2,4,5,4
96,1,15,36,1,2013,6,3,2,2,4,1,1,2,2,-1,18,99, ,2,2,4,5,4,5,4,4,4,4,4,4,4,5,4,1,4,4,4,4,4,4,4,3,4,3,4,6, ,4,1,1,4,4,4,3,4,4,3,4,4,4,3,3,3,3,5,4,4,4,4,3,3,2,8000,3,3,2,0,1,1,0,1,1,0,0,0,0, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,14, ,4,2,5, ,4,3,2,5,7,5
97,1,15,34,1,2014,5,3,3,2,4,1,1,1,3,-1,-1,-1, ,1,1,5,5,4,5,4,4,4,4,4,4,5,5,4,1,4,4,4,4,4,4,5,4,4,3,4,6, ,5,1,2,4,4,4,3,4,4,3,3,3,3,3,3,3,5,4,4,4,4,4,3,3,2,5000,3,5,2,1,1,0,1,0,1,0,0,0,0, ,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1,2,1,2,13,14, ,5,2,5, ,4,3,1,5,5,4
98,1,15,42,1,2017,9,3,3,2,3,2,1,1,2,-1,14,10, ,1,1,5,4,4,4,3,4,4,3,4,4,4,4,3,2,3,3,3,4,4,3,4,4,4,3,3,6, ,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,2,5000,3,3,2,0,0,1,1,0,0,1,0,0,0, ,1,2,1,2,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,4, ,6,2,3, ,4,4,2,4,5,4
99,1,15,41,1,2016,3,3,2,2,4,1,1,2,2,-1,5,10, ,2,2,3,4,2,3,3,4,3,3,3,3,4,4,5,2,4,4,4,4,4,3,4,4,4,3,3,2, ,3,1,3,4,5,4,4,4,4,3,3,4,3,2,2,3,5,4,5,4,4,4,3,3,1,-1,3,5,2,0,1,0,0,1,0,1,0,0,0, ,1,2,1,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,9,6, ,5,2,5, ,1,6,2,4,5,3
100,2,15,42,1,2010,10,3,3,2,4,2,1,1,3,-1,-1,-1, ,1,1,5,5,4,4,4,3,4,3,4,4,4,3,4,4,3,2,4,4,4,3,3,4,4,3,3,6, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,4,4,4,3,3,3,3,2,7000,3,4,2,0,1,0,1,0,1,1,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,3,1,3,2,3,1,3,14,9, ,5,2,-1, ,-1,-1,1,1,5,4
101,1,15,37,1,2015,5,3,2,2,4,2,1,1,3,-1,-1,-1, ,1,1,5,5,4,4,4,4,5,4,4,4,4,4,3,2,3,2,3,4,3,2,4,4,4,3,4,8, ,4,1,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,1,-1,3,2,2,0,1,0,1,0,0,1,0,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,6,7, ,4,2,5, ,4,6,2,4,5,4
102,2,15,27,1,2019,4,3,3,2,4,2,2,-1,1,2,-1,-1, ,2,2,4,5,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3,3,3,6, ,5,1,3,4,3,4,4,4,4,3,3,3,3,3,2,2,4,5,5,4,4,5,3,3,2,5000,3,3,2,0,1,1,0,1,1,1,0,0,0, ,1,2,1,2,1,3,1,3,1,3,1,3,1,2,1,2,1,3,1,3,1,2,14,10, ,6,2,3, ,4,4,1,4,6,3
103,1,15,36,1,2016,10,3,3,2,4,2,2,-1,1,2,-1,-1, ,2,2,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3,3,3,8, ,5,1,3,4,3,4,4,4,4,3,3,3,3,3,2,2,4,5,5,4,4,5,3,3,2,6000,3,3,2,0,1,1,0,1,0,0,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,3,2,3,2,3,1,3,9,10, ,4,2,8, ,4,5,2,4,5,4
104,2,15,37,1,2006,10,2,2,1,2,2,1,2,2,-1,5,1, ,4,2,5,4,5,4,5,5,3,3,5,3,5,5,4,4,3,2,3,3,4,5,5,5,3,4,5,8, ,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,4,4,5,5,4,3,3,2,4000,4,4,1,1,0,0,0,1,0,0,0,0,0, ,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,3,1,2,1,2,13,3, ,4,2,-1, ,-1,-1,1,2,4,4
105,1,15,28,1,2018,5,3,1,2,4,1,1,2,1,1,-1,-1, ,2,2,5,4,4,4,4,3,3,3,3,3,5,5,5,2,4,2,5,4,4,2,4,4,3,2,4,2, ,5,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,5,4,5,3,4,3,3,2,8000,3,3,2,1,0,0,0,1,1,0,0,0,0, ,1,2,1,2,1,2,2,2,2,3,2,3,1,3,1,3,1,3,2,3,2,3,13,11, ,4,2,4, ,4,6,2,5,11,5
106,2,15,36,1,2008,10,3,3,2,3,1,1,1,1,1,-1,-1, ,3,3,3,5,5,5,5,3,1,4,3,3,4,4,5,3,2,1,4,4,3,2,4,5,4,3,3,2, ,2,1,2,3,4,4,4,4,4,3,3,3,3,4,3,3,1,5,4,5,4,4,3,4,2,50000,3,4,2,1,0,1,1,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,3,2,3,2,3,1,1,2,3,1,2,1,2,9,14, ,5,2,5, ,2,6,1,7,12,3
107,1,16,37,1,2013,11,3,1,2,5,3,2,-1,2,-1,9,5, ,3,3,3,3,3,3,3,3,3,4,5,5,5,5,1,3,1,1,2,2,2,5,5,4,3,3,4,6, ,2,1,3,4,3,5,4,3,3,4,4,3,4,3,3,2,3,4,4,5,4,5,4,4,2,9000,4,4,1,0,1,1,0,1,0,1,0,0,0, ,1,3,1,3,1,3,1,3,1,3,2,3,1,3,1,3,1,3,1,3,1,3,6,15, ,4,1,4, ,4,4,1,5,5,3
108,1,16,27,1,2018,6,2,3,2,5,1,2,-1,1,2,-1,-1, ,2,2,4,4,4,4,4,2,1,5,4,4,5,5,5,2,5,3,5,5,5,4,5,5,2,1,5,6, ,2,1,3,3,3,4,3,3,3,3,4,3,4,2,3,3,3,4,3,5,3,5,3,4,1,-1,3,3,2,1,0,0,0,1,0,1,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,13,7, ,6,1,3, ,4,5,1,4,6,3
109,2,16,29,1,2019,1,4,3,2,4,2,2,-1,3,-1,-1,-1, ,1,2,5,5,4,4,5,4,3,3,3,3,4,4,2,2,3,3,3,4,4,4,3,3,4,4,3,8, ,3,1,3,3,4,4,4,4,3,2,2,2,2,2,2,3,3,5,4,4,5,5,3,3,2,5000,3,3,2,0,1,1,1,0,1,0,0,0,0, ,1,3,1,3,1,3,1,3,2,3,2,3,2,3,1,3,1,3,1,3,1,3,9,6, ,6,2,3, ,4,4,2,4,6,4
110,1,16,38,1,2015,3,2,2,2,3,1,1,2,2,-1,5,9, ,2,2,5,5,4,3,4,4,2,3,3,3,4,5,2,2,4,4,4,3,3,4,4,4,3,2,3,6, ,7,1,3,3,2,5,4,4,3,2,2,2,2,2,2,3,1,5,3,5,4,4,3,3,2,8000,3,3,2,0,1,1,1,0,0,0,0,0,0, ,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,13,9, ,6,2,3, ,4,4,2,5,5,4
111,2,16,38,1,2011,10,2,2,2,3,3,1,2,2,-1,1,5, ,2,2,5,5,5,3,5,3,3,3,5,5,4,3,2,1,1,3,2,2,2,2,5,5,3,2,5,8, ,4,1,3,5,4,3,5,5,5,5,5,5,5,5,3,3,3,5,5,5,4,5,3,3,2,8000,4,4,2,0,1,0,0,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,9,13, ,5,1,2, ,2,6,1,3,5,4
112,1,16,41,1,2003,5,3,2,2,4,1,1,1,2,-1,10,12, ,2,2,3,5,3,5,5,4,1,2,5,3,4,4,4,1,1,2,5,5,3,4,3,4,3,4,4,8, ,3,1,3,3,3,3,3,2,3,3,3,3,3,2,2,2,1,4,4,5,4,5,3,4,2,5000,3,4,1,0,1,0,1,0,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,14, ,5,1,2, ,1,6,3,6,7,3
113,2,16,34,1,2010,9,2,2,2,4,3,2,-1,2,-1,11,17, ,0,2,5,5,5,2,2,4,5,1,5,5,2,2,1,4,1,1,2,2,2,2,5,5,2,2,5,6, ,4,1,3,4,4,4,5,5,4,4,2,2,5,4,3,3,1,3,2,2,2,5,3,3,1,-1,3,3,1,0,0,0,0,0,0,0,0,0,1, ,1,3,1,3,1,3,2,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,13,9, ,6,2,4, ,4,4,1,4,8,4
114,1,16,38,1,2000,4,2,3,2,4,1,1,3,2,-1,17,99, ,3,3,4,5,5,3,5,4,2,3,4,3,5,4,4,2,2,2,4,5,3,4,4,4,4,2,4,2, ,4,1,3,5,4,4,4,4,5,3,3,3,3,2,2,2,1,5,4,4,4,4,3,3,2,4800,4,3,2,1,1,0,0,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,13,12, ,7,2,5, ,2,6,1,6,6,2
